"","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"94",28,0.051751285390713,0.0527260125137596,0.0507294590418512,"samples",26.9176010290561,0.455,"midtide","Arraial do Cabo"
"95",29,0.0508771433348435,0.0517794839222205,0.049940128832534,"samples",26.462930059534,0.453,"midtide","Arraial do Cabo"
"96",30,0.0500058187457238,0.0509193600609426,0.0489771635775604,"samples",26.0097245501508,NA,"midtide","Arraial do Cabo"
"97",2,0.117988362595456,0.124231778791219,0.109715010912658,"sites",100,16.368,"lowtide","Arraial do Cabo"
"98",3,0.0986756587774201,0.106019045296565,0.0922983852694923,"sites",83.6316875722284,10.557,"lowtide","Arraial do Cabo"
"99",4,0.0862198614581956,0.090250294289582,0.0801644931091745,"sites",73.0748859985585,7.723,"lowtide","Arraial do Cabo"
"100",5,0.0771073740893344,0.0808873962258461,0.0727138630459472,"sites",65.3516773969568,5.429,"lowtide","Arraial do Cabo"
"101",6,0.0707017692988614,0.0748837079727647,0.0665080909592579,"sites",59.9226633403454,4.342,"lowtide","Arraial do Cabo"
"102",7,0.0655789676678322,0.0698978860087376,0.060715190808847,"sites",55.5808778300289,3.49,"lowtide","Arraial do Cabo"
"103",8,0.0614613652311198,0.0652210699175967,0.057323115432079,"sites",52.0910400645619,2.951,"lowtide","Arraial do Cabo"
"104",9,0.0579799082537765,0.0608696119291168,0.054569356840741,"sites",49.1403617936208,2.564,"lowtide","Arraial do Cabo"
"105",10,0.0549545481167989,0.0580873970729877,0.0514325884206853,"sites",46.5762443921865,2.132,"lowtide","Arraial do Cabo"
"106",11,0.0524387519863851,0.0557031321806558,0.0487397697182446,"sites",44.4440034871748,1.797,"lowtide","Arraial do Cabo"
"107",12,0.0503190821562142,0.0531166628933895,0.0472335320888235,"sites",42.6474959473265,1.601,"lowtide","Arraial do Cabo"
"108",13,0.0484303610892694,0.0512443478344389,0.0452329519465465,"sites",41.0467270024937,1.554,"lowtide","Arraial do Cabo"
"109",14,0.0465963068902235,0.0491491058803371,0.0436441098668087,"sites",39.4922904812121,1.272,"lowtide","Arraial do Cabo"
"110",15,0.0450951052362938,0.0477102618147385,0.0422604922562225,"sites",38.2199602098981,1.271,"lowtide","Arraial do Cabo"
"111",16,0.0435950324902182,0.046170045284206,0.0405600200137152,"sites",36.9485867345166,1.036,"lowtide","Arraial do Cabo"
"112",17,0.0423724965293823,0.0448346465363527,0.039812917192254,"sites",35.9124371228574,0.986,"lowtide","Arraial do Cabo"
"113",18,0.0412095740374662,0.0434835515579197,0.0388124533933435,"sites",34.9268123829808,0.965,"lowtide","Arraial do Cabo"
"114",19,0.0400706389634553,0.0422883940390266,0.0378924816001447,"sites",33.9615179683817,0.896,"lowtide","Arraial do Cabo"
"115",20,0.0390130957028306,0.0411618829242744,0.036685990838011,"sites",33.0652064700599,NA,"lowtide","Arraial do Cabo"
"116",2,0.26187688734779,0.265425825105153,0.259455890528156,"samples",100,18.375,"lowtide","Arraial do Cabo"
"117",3,0.213755829559386,0.215758421161295,0.211424732081771,"samples",81.6245495065412,10.665,"lowtide","Arraial do Cabo"
"118",4,0.185827893266508,0.188074219473058,0.184012829943515,"samples",70.960020622101,7.453,"lowtide","Arraial do Cabo"
"119",5,0.16630891868087,0.168402829568204,0.164603413018431,"samples",63.5065279586894,5.573,"lowtide","Arraial do Cabo"
"120",6,0.151713953302717,0.153433061514432,0.149956383176631,"samples",57.9333116561869,4.306,"lowtide","Arraial do Cabo"
"121",7,0.140436242548162,0.142229801407271,0.139207204309827,"samples",53.6268183001783,3.402,"lowtide","Arraial do Cabo"
"122",8,0.131526472054963,0.133086566755452,0.130229781199396,"samples",50.2245438255447,2.92,"lowtide","Arraial do Cabo"
"123",9,0.123879286690062,0.125356092967502,0.122521498186862,"samples",47.3043986220678,2.427,"lowtide","Arraial do Cabo"
"124",10,0.117522703322436,0.119071173995521,0.116472803179831,"samples",44.8770811783624,2.052,"lowtide","Arraial do Cabo"
"125",11,0.112149737204494,0.113489848618299,0.111184016465786,"samples",42.8253666600029,1.856,"lowtide","Arraial do Cabo"
"126",12,0.107290187193376,0.108621405060475,0.106239863229646,"samples",40.9697046119567,1.595,"lowtide","Arraial do Cabo"
"127",13,0.103113283296307,0.104339510726656,0.102161274167548,"samples",39.3747170056156,1.44,"lowtide","Arraial do Cabo"
"128",14,0.0993434993630939,0.100620681855889,0.0983539598906223,"samples",37.9351917495334,1.247,"lowtide","Arraial do Cabo"
"129",15,0.0960767413591158,0.0974773143192937,0.0951085940569667,"samples",36.6877513827784,1.192,"lowtide","Arraial do Cabo"
"130",16,0.0929551799340083,0.0941429392401466,0.0919607410860871,"samples",35.4957556107491,1.052,"lowtide","Arraial do Cabo"
"131",17,0.0901992166066058,0.0914081824255427,0.089408926933349,"samples",34.4433666980375,0.98,"lowtide","Arraial do Cabo"
"132",18,0.0876330324327677,0.0886052148397756,0.0868955799228179,"samples",33.463446629555,0.879,"lowtide","Arraial do Cabo"
"133",19,0.0853301980425213,0.0863561823139481,0.0845156480160987,"samples",32.5840889994989,0.835,"lowtide","Arraial do Cabo"
"134",20,0.0831426403755638,0.0842326630603145,0.0823321283607965,"samples",31.7487508033287,0.758,"lowtide","Arraial do Cabo"
"135",21,0.0811579291959076,0.0821656808275546,0.08030314345181,"samples",30.9908713280697,0.728,"lowtide","Arraial do Cabo"
"136",22,0.0792524965139143,0.0801374382253497,0.0784389067304011,"samples",30.2632650466254,0.658,"lowtide","Arraial do Cabo"
"137",23,0.0775286615626007,0.0785121848055,0.0767173951121724,"samples",29.6050034608963,0.633,"lowtide","Arraial do Cabo"
"138",24,0.0758719950292402,0.0768557628885295,0.0750548862777633,"samples",28.9723907281963,0.59,"lowtide","Arraial do Cabo"
"139",25,0.0743268129901794,0.0753339372496862,0.073537320046067,"samples",28.3823493332836,0.538,"lowtide","Arraial do Cabo"
"140",26,0.0729188604467242,0.0737435912169265,0.0722794137852238,"samples",27.8447102320576,0.52,"lowtide","Arraial do Cabo"
"141",27,0.0715574281603759,0.0724098836103422,0.0709077283601791,"samples",27.3248353014609,0.487,"lowtide","Arraial do Cabo"
"142",28,0.0702823120746143,0.0711501470492177,0.0696484016479153,"samples",26.8379209736347,0.479,"lowtide","Arraial do Cabo"
"143",29,0.0690292205424969,0.0698945929486951,0.0684975304581824,"samples",26.3594169159424,0.439,"lowtide","Arraial do Cabo"
"144",30,0.0678792816541397,0.0686969335500735,0.0672579738898687,"samples",25.9203026053962,NA,"lowtide","Arraial do Cabo"
