"","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"52",5,0.0557412855960136,0.0601601480102532,0.0515740691877306,"sites",69.2817734083014,5.999,"midtide","Puerto Madryn"
"53",6,0.0509144596684251,0.0548584605808759,0.046446613646878,"sites",63.2824309708098,4.424,"midtide","Puerto Madryn"
"54",7,0.0473547530732043,0.0511223881972794,0.0430734635848268,"sites",58.8580122819849,3.592,"midtide","Puerto Madryn"
"55",8,0.0444651279566503,0.0472318999775249,0.0413338464134163,"sites",55.2664490372659,3.178,"midtide","Puerto Madryn"
"56",9,0.041908293379276,0.0448952421894528,0.0387838850776485,"sites",52.0885167033044,2.474,"midtide","Puerto Madryn"
"57",10,0.0399178759189826,0.0426512365353504,0.0370712532712642,"sites",49.6145936497278,2.221,"midtide","Puerto Madryn"
"58",11,0.0381311538801307,0.0407623213198196,0.0355286978933483,"sites",47.3938470322833,1.976,"midtide","Puerto Madryn"
"59",12,0.0365409877011826,0.0390625886767321,0.0339892454562668,"sites",45.4174029708765,1.761,"midtide","Puerto Madryn"
"60",13,0.0351239446946018,0.037686313912325,0.0325114077759505,"sites",43.6561365874048,1.607,"midtide","Puerto Madryn"
"61",14,0.0338311194077873,0.0360699248416288,0.031424180220037,"sites",42.0492624792839,1.432,"midtide","Puerto Madryn"
"62",15,0.0326787011025047,0.0347890782889298,0.0302923729194194,"sites",40.6169025499343,1.267,"midtide","Puerto Madryn"
"63",16,0.03165925151733,0.0337267695914874,0.0294018174740524,"sites",39.3498116601914,1.142,"midtide","Puerto Madryn"
"64",17,0.0307402722633267,0.032784682254191,0.0285100671720809,"sites",38.2075970205036,1.047,"midtide","Puerto Madryn"
"65",18,0.029898184710474,0.0318806636882909,0.02777084423491,"sites",37.160952358421,0.979,"midtide","Puerto Madryn"
"66",19,0.029110161027495,0.0309903317629931,0.027183088287581,"sites",36.1815045817728,0.943,"midtide","Puerto Madryn"
"67",20,0.0283513304476197,0.0301929236951858,0.0263393092012023,"sites",35.2383413997961,NA,"midtide","Puerto Madryn"
"68",2,0.152745837192895,0.15580935193529,0.147830471542954,"samples",100,17.795,"midtide","Puerto Madryn"
"69",3,0.125565302837384,0.130459312519291,0.121363802081712,"samples",82.2053845426986,11.036,"midtide","Puerto Madryn"
"70",4,0.108708163346964,0.110917593856326,0.10559022564834,"samples",71.1693132492255,7.296,"midtide","Puerto Madryn"
"71",5,0.0975644895926031,0.100278191168504,0.0948905199784542,"samples",63.8737469940955,5.523,"midtide","Puerto Madryn"
"72",6,0.0891277304684973,0.0912872937963967,0.0861476220196715,"samples",58.350349905734,4.306,"midtide","Puerto Madryn"
"73",7,0.0825510206367257,0.0847790647174086,0.079962128476858,"samples",54.0446942147929,3.517,"midtide","Puerto Madryn"
"74",8,0.0771788499860417,0.0795039880302185,0.0748102655121825,"samples",50.52762903684,2.8,"midtide","Puerto Madryn"
"75",9,0.0729013375993534,0.0746892108816184,0.0704698028790501,"samples",47.7272172774763,2.512,"midtide","Puerto Madryn"
"76",10,0.0690644926053069,0.0706565311604108,0.0671202213133742,"samples",45.2153026717767,2.087,"midtide","Puerto Madryn"
"77",11,0.0658771506647546,0.0675060982479306,0.0638906805135727,"samples",43.1286062359667,1.839,"midtide","Puerto Madryn"
"78",12,0.0630681628453803,0.0648520369243182,0.0610081434507004,"samples",41.28961155631,1.69,"midtide","Puerto Madryn"
"79",13,0.0604860889762059,0.0618742731117729,0.0586279076222125,"samples",39.5991734294015,1.385,"midtide","Puerto Madryn"
"80",14,0.0583701759298761,0.0597750777680299,0.0565844871754464,"samples",38.2139225543431,1.327,"midtide","Puerto Madryn"
"81",15,0.0563432228680486,0.0576683796553948,0.054487645957851,"samples",36.8869122088712,1.111,"midtide","Puerto Madryn"
"82",16,0.0546461980158102,0.0557957104983917,0.0530845108753397,"samples",35.7759000311087,1.096,"midtide","Puerto Madryn"
"83",17,0.0529727579144495,0.0541858078770566,0.0514145505788266,"samples",34.6803283729119,0.987,"midtide","Puerto Madryn"
"84",18,0.0514651763772459,0.0526683609948505,0.0500440470721871,"samples",33.693341385306,0.905,"midtide","Puerto Madryn"
"85",19,0.050082773033616,0.0512675450833752,0.0485673047163323,"samples",32.7883063486495,0.81,"midtide","Puerto Madryn"
"86",20,0.0488449445784413,0.050109811368014,0.0473517106627713,"samples",31.9779219362668,0.765,"midtide","Puerto Madryn"
"87",21,0.0476759686978262,0.0489369718149634,0.0462740248689212,"samples",31.2126140875568,0.679,"midtide","Puerto Madryn"
"88",22,0.0466392996709581,0.0477614826689128,0.045159865792377,"samples",30.5339251976207,0.729,"midtide","Puerto Madryn"
"89",23,0.0455261301025928,0.0466589960715962,0.0441735207185969,"samples",29.805152755227,0.608,"midtide","Puerto Madryn"
"90",24,0.044596675072234,0.045615528060663,0.0432804290120928,"samples",29.1966549739192,0.609,"midtide","Puerto Madryn"
"91",25,0.043666418193571,0.0446617854026553,0.0423129604023848,"samples",28.5876322366984,0.538,"midtide","Puerto Madryn"
"92",26,0.0428444163866323,0.0438526954556766,0.0415888605623686,"samples",28.0494821816494,0.503,"midtide","Puerto Madryn"
"93",27,0.0420758173347484,0.0431024605249769,0.0409236831045668,"samples",27.5462939665012,0.539,"midtide","Puerto Madryn"
"94",28,0.0412520409685859,0.0422306080931443,0.0399663241000047,"samples",27.0069821388917,0.445,"midtide","Puerto Madryn"
"95",29,0.0405725246764057,0.0415479055158602,0.0393573325222752,"samples",26.5621148320845,0.451,"midtide","Puerto Madryn"
"96",30,0.0398839136003628,0.0408701642750918,0.038782412086701,"samples",26.1112933310224,NA,"midtide","Puerto Madryn"
"97",2,0.129335052390672,0.137362132718573,0.121644809101656,"sites",100,16.206,"lowtide","Puerto Madryn"
"98",3,0.108375260645249,0.114888838901086,0.100847351174606,"sites",83.7941908570068,10.762,"lowtide","Puerto Madryn"
"99",4,0.0944565781261308,0.0993215401434509,0.0889493219480977,"sites",73.0324659712615,7.628,"lowtide","Puerto Madryn"
"100",5,0.0845904312689683,0.090841941798442,0.0803620036227158,"sites",65.4041033002042,5.338,"lowtide","Puerto Madryn"
"101",6,0.0776869431196262,0.0827691357730967,0.0732801727253226,"sites",60.0664256778306,4.461,"lowtide","Puerto Madryn"
"102",7,0.0719174233736401,0.0766049171996632,0.0678690171388172,"sites",55.6055160950528,3.564,"lowtide","Puerto Madryn"
"103",8,0.0673075306913515,0.0715531653276275,0.0633068155886923,"sites",52.0412134585457,2.909,"lowtide","Puerto Madryn"
"104",9,0.0635456523338798,0.0675616059227817,0.0601111007778629,"sites",49.1325832860318,2.621,"lowtide","Puerto Madryn"
"105",10,0.0601553841724962,0.0641478746222352,0.0567903550630571,"sites",46.5112767657059,2.158,"lowtide","Puerto Madryn"
"106",11,0.0573642360634792,0.0610201454171812,0.0537745196819505,"sites",44.3532012421533,1.829,"lowtide","Puerto Madryn"
"107",12,0.0549993216062124,0.0584344415588323,0.0518924835477732,"sites",42.5246834400936,1.66,"lowtide","Puerto Madryn"
"108",13,0.0528521365821068,0.0560926244149346,0.049915220436852,"sites",40.8645109003092,1.473,"lowtide","Puerto Madryn"
"109",14,0.0509475613393231,0.0542213514040708,0.048058612476621,"sites",39.3919207497051,1.36,"lowtide","Puerto Madryn"
"110",15,0.0491883316114591,0.0522153482269384,0.0464029378752656,"sites",38.0317096581674,1.135,"lowtide","Puerto Madryn"
"111",16,0.0477200385103073,0.0505976484762352,0.0452088380760093,"sites",36.8964465767279,1.141,"lowtide","Puerto Madryn"
"112",17,0.0462443496570444,0.0491777131971565,0.0437279828914079,"sites",35.7554652062596,1.002,"lowtide","Puerto Madryn"
"113",18,0.0449481652891958,0.0476873730962872,0.0426963356490347,"sites",34.753274118933,0.921,"lowtide","Puerto Madryn"
"114",19,0.0437573698431562,0.0464567028345231,0.0413154919462756,"sites",33.8325682282803,0.847,"lowtide","Puerto Madryn"
"115",20,0.0426620146869763,0.0453245715570927,0.0404010885688269,"sites",32.9856553953452,NA,"lowtide","Puerto Madryn"
"116",2,0.148586681330113,0.154670898620468,0.142454169324726,"samples",100,17.626,"lowtide","Puerto Madryn"
"117",3,0.122396661757674,0.127605327614222,0.11880212566495,"samples",82.3739117544103,11.141,"lowtide","Puerto Madryn"
"118",4,0.105843349832054,0.110655142957089,0.102052613576416,"samples",71.2334032125689,7.433,"lowtide","Puerto Madryn"
"119",5,0.0947993466804097,0.0983614905462532,0.0918600581184903,"samples",63.8007026146544,5.607,"lowtide","Puerto Madryn"
"120",6,0.0864673600936774,0.0896559760242231,0.083515814444952,"samples",58.1932104005836,4.308,"lowtide","Puerto Madryn"
"121",7,0.0800656495315725,0.0829896628545416,0.0771913123569973,"samples",53.8848090655525,3.406,"lowtide","Puerto Madryn"
"122",8,0.0750053415556991,0.0781496097145318,0.0723550738307072,"samples",50.4791821745185,2.884,"lowtide","Puerto Madryn"
"123",9,0.0707197786818296,0.0734133222047112,0.0684784248775571,"samples",47.5949648035495,2.481,"lowtide","Puerto Madryn"
"124",10,0.0670326650089434,0.0694584269645415,0.0647779495070201,"samples",45.1135084308248,2.071,"lowtide","Puerto Madryn"
"125",11,0.0639554042039272,0.0663789133925498,0.0619421054803898,"samples",43.0424878134523,1.849,"lowtide","Puerto Madryn"
"126",12,0.0612076491585311,0.0635205142751429,0.0591403729513153,"samples",41.1932271524032,1.611,"lowtide","Puerto Madryn"
"127",13,0.0588144271579568,0.061038219340495,0.0565563141779994,"samples",39.5825700065872,1.428,"lowtide","Puerto Madryn"
"128",14,0.0566927628705602,0.0588960361558648,0.0547860289309889,"samples",38.1546733280936,1.316,"lowtide","Puerto Madryn"
"129",15,0.0547370832876546,0.0567192355038714,0.0530573221977002,"samples",36.8384856554174,1.131,"lowtide","Puerto Madryn"
"130",16,0.0530564396488167,0.0548594676152462,0.0512967844002018,"samples",35.7073993266879,1.112,"lowtide","Puerto Madryn"
"131",17,0.0514041105759346,0.0532324771503734,0.0496695954593093,"samples",34.5953689225555,0.947,"lowtide","Puerto Madryn"
"132",18,0.0499964787921651,0.0517755165116465,0.0484035371628497,"samples",33.6480217100269,0.903,"lowtide","Puerto Madryn"
"133",19,0.0486542238714631,0.0503780696512639,0.0471356677579061,"samples",32.7446736382574,0.823,"lowtide","Puerto Madryn"
"134",20,0.0474314470175702,0.0490830608372336,0.0458467052348711,"samples",31.9217352409886,0.746,"lowtide","Puerto Madryn"
"135",21,0.0463235448531987,0.0480825816318344,0.0448123109993446,"samples",31.1761084092606,0.758,"lowtide","Puerto Madryn"
"136",22,0.0451973488880408,0.0469451543492047,0.0437548996503772,"samples",30.4181697063591,0.63,"lowtide","Puerto Madryn"
"137",23,0.0442605962547483,0.0458119399026028,0.0428400520072075,"samples",29.7877278491839,0.682,"lowtide","Puerto Madryn"
"138",24,0.0432468520669727,0.0448256820575244,0.0417185278117975,"samples",29.1054700729816,0.557,"lowtide","Puerto Madryn"
"139",25,0.0424186015404352,0.0439391122871478,0.0409499393676405,"samples",28.5480509832468,0.54,"lowtide","Puerto Madryn"
"140",26,0.041616420540424,0.0432610432277127,0.0403602355325732,"samples",28.008176888994,0.547,"lowtide","Puerto Madryn"
"141",27,0.0408042945178646,0.0422356869445957,0.0395102133772719,"samples",27.4616097166947,0.449,"lowtide","Puerto Madryn"
"142",28,0.0401375218827822,0.041621938553497,0.0387307737480158,"samples",27.0128665123149,0.526,"lowtide","Puerto Madryn"
"143",29,0.0393566068921131,0.0408872472749004,0.0380407461945117,"samples",26.4873046088667,0.421,"lowtide","Puerto Madryn"
"144",30,0.0387317933721435,0.0402622671018729,0.0373112849570205,"samples",26.0668002175064,NA,"lowtide","Puerto Madryn"
