"","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"53",6,0.0366721829083184,0.0402823155869971,0.0321213410192238,"sites",63.3709352477144,4.491,"midtide","SANTA CRUZ"
"54",7,0.0340730030129009,0.0376358461547332,0.0299679701462778,"sites",58.8794529364091,3.698,"midtide","SANTA CRUZ"
"55",8,0.0319330959462839,0.0345474188489036,0.0280453509173154,"sites",55.1816116463574,3.079,"midtide","SANTA CRUZ"
"56",9,0.0301515951027073,0.0328200529840325,0.0265590502390969,"sites",52.1031100233619,2.576,"midtide","SANTA CRUZ"
"57",10,0.0286606269451366,0.0313156412757111,0.0249724352318052,"sites",49.5266599983926,2.262,"midtide","SANTA CRUZ"
"58",11,0.0273515079338986,0.0295391037383833,0.0242696292883856,"sites",47.2644522563523,1.86,"midtide","SANTA CRUZ"
"59",12,0.026274987488846,0.0284438477434619,0.0234450116473298,"sites",45.4041837365639,1.802,"midtide","SANTA CRUZ"
"60",13,0.0252321543560599,0.0273485947819582,0.0224606610967217,"sites",43.6021281813444,1.568,"midtide","SANTA CRUZ"
"61",14,0.024325023769763,0.0265118189588676,0.021506607167322,"sites",42.034571818824,1.375,"midtide","SANTA CRUZ"
"62",15,0.0235295922822112,0.0253111487005761,0.0208561921163609,"sites",40.6600357728609,1.286,"midtide","SANTA CRUZ"
"63",16,0.022785146261052,0.0247423302327616,0.0201089909803461,"sites",39.3736045636732,1.104,"midtide","SANTA CRUZ"
"64",17,0.0221465181429905,0.0240647374321563,0.0195863212692675,"sites",38.2700307399327,1.163,"midtide","SANTA CRUZ"
"65",18,0.021473503426709,0.0232876463468632,0.018970405268708,"sites",37.107035558739,0.951,"midtide","SANTA CRUZ"
"66",19,0.0209233137615211,0.0226171017601483,0.0184763163315373,"sites",36.1562867654711,0.88,"midtide","SANTA CRUZ"
"67",20,0.0204143248057237,0.0219362745899132,0.0180068545525417,"sites",35.2767343744864,NA,"midtide","SANTA CRUZ"
"68",2,0.116350882294654,0.121184928628377,0.110796756967297,"samples",100,17.73,"midtide","SANTA CRUZ"
"69",3,0.0957215780446393,0.0997422233296844,0.0917021822043478,"samples",82.2697483309397,10.797,"midtide","SANTA CRUZ"
"70",4,0.0831591137999388,0.0861597183239611,0.0796421191496701,"samples",71.4726972068351,7.367,"midtide","SANTA CRUZ"
"71",5,0.0745870494915571,0.0765407617725269,0.0713118298583347,"samples",64.1052719331072,5.591,"midtide","SANTA CRUZ"
"72",6,0.0680824357921887,0.0708052896811421,0.0652117596205182,"samples",58.5147567852325,4.257,"midtide","SANTA CRUZ"
"73",7,0.063129367836455,0.0654257875565828,0.060364984970056,"samples",54.2577474200691,3.561,"midtide","SANTA CRUZ"
"74",8,0.0589861785547174,0.0612158666849267,0.0565245953614662,"samples",50.6968038328558,2.903,"midtide","SANTA CRUZ"
"75",9,0.0556087945448695,0.0577246021725575,0.0530351948104164,"samples",47.7940462918387,2.483,"midtide","SANTA CRUZ"
"76",10,0.0527199562269761,0.0547444272612334,0.0506809141166371,"samples",45.3111787270037,2.086,"midtide","SANTA CRUZ"
"77",11,0.0502930177466827,0.051972005218149,0.0482775150204677,"samples",43.2252998471622,1.869,"midtide","SANTA CRUZ"
"78",12,0.0481181045319492,0.0499536896022688,0.0459991640676981,"samples",41.3560289212867,1.577,"midtide","SANTA CRUZ"
"79",13,0.046283031077463,0.0481792345867279,0.0443326343210538,"samples",39.7788398030822,1.397,"midtide","SANTA CRUZ"
"80",14,0.0446581285068047,0.0462984923148331,0.0429380395354014,"samples",38.3822860867612,1.328,"midtide","SANTA CRUZ"
"81",15,0.0431126902225695,0.0448343809592164,0.0413821111787611,"samples",37.0540294773085,1.195,"midtide","SANTA CRUZ"
"82",16,0.0417228349072542,0.0431258925541372,0.0399525032716665,"samples",35.8594916380547,1.05,"midtide","SANTA CRUZ"
"83",17,0.0405010580959893,0.0421557038323009,0.0388906396350848,"samples",34.8094120966115,1.004,"midtide","SANTA CRUZ"
"84",18,0.0393331935306772,0.040848630786013,0.0378366081608985,"samples",33.8056684701949,0.926,"midtide","SANTA CRUZ"
"85",19,0.0382556279240829,0.0395109684945557,0.0366555469185457,"samples",32.8795340178016,0.81,"midtide","SANTA CRUZ"
"86",20,0.0373132850317813,0.0387661945104591,0.0357946606267941,"samples",32.0696193238028,0.746,"midtide","SANTA CRUZ"
"87",21,0.0364458019651715,0.0377977912667211,0.0349522505187052,"samples",31.3240443444805,0.767,"midtide","SANTA CRUZ"
"88",22,0.0355530797401794,0.0368641109668385,0.0340756245731538,"samples",30.5567770858349,0.645,"midtide","SANTA CRUZ"
"89",23,0.0348029947031712,0.0360008596764825,0.0334632366002673,"samples",29.9121020973732,0.557,"midtide","SANTA CRUZ"
"90",24,0.0341548123279672,0.0355352169715765,0.0327415293079642,"samples",29.3550093083709,0.623,"midtide","SANTA CRUZ"
"91",25,0.0334294948206154,0.0346770817028726,0.0320851990763125,"samples",28.7316212488675,0.602,"midtide","SANTA CRUZ"
"92",26,0.0327290792722007,0.0340312447722177,0.0313151733286848,"samples",28.1296356561489,0.493,"midtide","SANTA CRUZ"
"93",27,0.0321558897379048,0.0333467445524991,0.0308867917085618,"samples",27.6369969043049,0.527,"midtide","SANTA CRUZ"
"94",28,0.0315432008867622,0.0327121866344569,0.0303206182239893,"samples",27.1104097061167,0.472,"midtide","SANTA CRUZ"
"95",29,0.0309943329107129,0.0320138639435171,0.0296624080463418,"samples",26.6386745845391,0.431,"midtide","SANTA CRUZ"
"96",30,0.0304930960363788,0.0315774579867609,0.029174570349565,"samples",26.2078769279603,NA,"midtide","SANTA CRUZ"
"97",2,0.0441520860111978,0.0478472606243889,0.0339680365248585,"sites",100,12.059,"lowtide","SANTA CRUZ"
"98",3,0.0388276198901755,0.0420225611627091,0.0325765745031837,"sites",87.9406238707002,10.709,"lowtide","SANTA CRUZ"
"99",4,0.0340992855534165,0.0374645453982296,0.0278253022424505,"sites",77.2314258147811,6.669,"lowtide","SANTA CRUZ"
"100",5,0.0311546420117852,0.0340410623343827,0.0256500366528883,"sites",70.5621066327055,5.902,"lowtide","SANTA CRUZ"
"101",6,0.0285485990021939,0.0309185158201375,0.0234289565607337,"sites",64.6596833385257,4.529,"lowtide","SANTA CRUZ"
"102",7,0.0265488936611897,0.0291775466945779,0.0217363158049272,"sites",60.1305534113527,3.719,"lowtide","SANTA CRUZ"
"103",8,0.0249068836353895,0.0272375905680039,0.0199368576376186,"sites",56.4115671206852,3.106,"lowtide","SANTA CRUZ"
"104",9,0.023535652181669,0.0256394835578082,0.0192623934697094,"sites",53.3058668523611,2.557,"lowtide","SANTA CRUZ"
"105",10,0.0224068104457961,0.0243201781496565,0.0184380643588394,"sites",50.7491547287557,2.251,"lowtide","SANTA CRUZ"
"106",11,0.0214129513066819,0.0233713037402351,0.0172433437996666,"sites",48.4981645063185,2.044,"lowtide","SANTA CRUZ"
"107",12,0.0205105471034838,0.0224155986588108,0.0165160901146888,"sites",46.4543104447703,1.669,"lowtide","SANTA CRUZ"
"108",13,0.0197738521677181,0.0213949326366244,0.0162001571553675,"sites",44.7857710793168,1.757,"lowtide","SANTA CRUZ"
"109",14,0.0189982751840475,0.0206065005289477,0.0154892061714187,"sites",43.0291678160555,1.38,"lowtide","SANTA CRUZ"
"110",15,0.0183890298592009,0.0199228936696404,0.0150743133056172,"sites",41.6492889023117,1.29,"lowtide","SANTA CRUZ"
"111",16,0.0178196878975681,0.0193867962152795,0.0145599565053243,"sites",40.3597870620399,1.197,"lowtide","SANTA CRUZ"
"112",17,0.0172913668727339,0.0187308131544113,0.0142041794202319,"sites",39.1631934861435,0.952,"lowtide","SANTA CRUZ"
"113",18,0.0168709122754162,0.0182043682243245,0.0138888085668468,"sites",38.2109064363063,1.169,"lowtide","SANTA CRUZ"
"114",19,0.0163549227830147,0.0178777567735728,0.0133804689500534,"sites",37.0422425315688,0.819,"lowtide","SANTA CRUZ"
"115",20,0.0159934233007992,0.0172880132193956,0.0131823956327982,"sites",36.2234828423351,NA,"lowtide","SANTA CRUZ"
"116",2,0.0888348210650525,0.0944732599062967,0.0844980358778123,"samples",100,17.577,"lowtide","SANTA CRUZ"
"117",3,0.073219925077462,0.0772556965160346,0.0691662004451921,"samples",82.4225503013554,11.037,"lowtide","SANTA CRUZ"
"118",4,0.063414839608652,0.0667305060899405,0.0601360102625714,"samples",71.3851154855303,7.401,"lowtide","SANTA CRUZ"
"119",5,0.0568400206285941,0.0597772295939253,0.0534367701825966,"samples",63.9839422730091,5.668,"lowtide","SANTA CRUZ"
"120",6,0.0518051207475492,0.0547203923817795,0.0488969109367582,"samples",58.3162324485497,4.337,"lowtide","SANTA CRUZ"
"121",7,0.0479521873340135,0.0509916079178351,0.0453475949645133,"samples",53.9790442071119,3.493,"lowtide","SANTA CRUZ"
"122",8,0.0448493634338072,0.0473566725349536,0.0423708973257481,"samples",50.4862427774404,2.839,"lowtide","SANTA CRUZ"
"123",9,0.0423271357953164,0.044978414237534,0.0401929999858945,"samples",47.6470096836474,2.386,"lowtide","SANTA CRUZ"
"124",10,0.0402073643200413,0.0424579641479773,0.0381410514892911,"samples",45.2608153401896,2.096,"lowtide","SANTA CRUZ"
"125",11,0.0383455736216525,0.0405884099050218,0.0362013313872784,"samples",43.1650260133608,1.781,"lowtide","SANTA CRUZ"
"126",12,0.0367631993827926,0.0386925743972349,0.0348011037927142,"samples",41.3837715234113,1.76,"lowtide","SANTA CRUZ"
"127",13,0.0352001002918058,0.0370730101935394,0.0332322050470089,"samples",39.6242147727513,1.432,"lowtide","SANTA CRUZ"
"128",14,0.0339279174760775,0.0358462669487158,0.0321165512052605,"samples",38.1921380257326,1.237,"lowtide","SANTA CRUZ"
"129",15,0.0328289008335051,0.0346602549985545,0.0309921272707384,"samples",36.9549917925371,1.222,"lowtide","SANTA CRUZ"
"130",16,0.0317432913432618,0.0334037576472307,0.0299672118405822,"samples",35.7329377857548,1.026,"lowtide","SANTA CRUZ"
"131",17,0.0308316798071888,0.0325570133662023,0.0291061425574244,"samples",34.7067506159676,0.967,"lowtide","SANTA CRUZ"
"132",18,0.0299724986875978,0.0316817932509695,0.0282312344790581,"samples",33.7395835644779,0.97,"lowtide","SANTA CRUZ"
"133",19,0.0291109981407461,0.0307870988878792,0.0274654053287053,"samples",32.7698055691794,0.706,"lowtide","SANTA CRUZ"
"134",20,0.0284833968194872,0.0302143292544019,0.0270122575964546,"samples",32.0633243563683,0.823,"lowtide","SANTA CRUZ"
"135",21,0.0277522063851188,0.0291870245712117,0.0262969083528021,"samples",31.2402344625609,0.746,"lowtide","SANTA CRUZ"
"136",22,0.0270897414156869,0.0286595004652473,0.0257780757677971,"samples",30.4945077739836,0.729,"lowtide","SANTA CRUZ"
"137",23,0.0264417529724732,0.0278520081813503,0.0249644270353293,"samples",29.7650770896587,0.526,"lowtide","SANTA CRUZ"
"138",24,0.0259746073607216,0.0275389450594064,0.0246202453202404,"samples",29.2392184160542,0.599,"lowtide","SANTA CRUZ"
"139",25,0.0254421252059782,0.0268904086886486,0.0240149903450251,"samples",28.639811394844,0.566,"lowtide","SANTA CRUZ"
"140",26,0.0249393041717855,0.0263008940255652,0.0235744395364473,"samples",28.0737934435898,0.514,"lowtide","SANTA CRUZ"
"141",27,0.0244827106621942,0.0259024446209446,0.0230967996055214,"samples",27.5598131100707,0.549,"lowtide","SANTA CRUZ"
"142",28,0.0239946926217633,0.0254279203624375,0.0227843093374394,"samples",27.0104586625916,0.407,"lowtide","SANTA CRUZ"
"143",29,0.0236327294385277,0.0248811571767677,0.0223117048448306,"samples",26.6030022407787,0.52,"lowtide","SANTA CRUZ"
"144",30,0.0231703893983571,0.0244007051423789,0.0219656412992623,"samples",26.0825531256372,NA,"lowtide","SANTA CRUZ"
