"","samples","mean","upper","lower","sv","rel","der","cum","Strata","locality"
"18",17,0.0593258067724466,0.0654078648469659,0.0553022297937471,"samples",35.0598834413895,1.588,65,"hightide","MASSACHUSETTS"
"19",18,0.0575156171151985,0.0618520719135996,0.0541982528209009,"samples",33.9901122601335,1.07,66,"hightide","MASSACHUSETTS"
"20",19,0.0552916517120775,0.0613019933177665,0.0495173538441762,"samples",32.6758112492736,1.314,67,"hightide","MASSACHUSETTS"
"21",20,0.0548010494079573,0.0581612760427361,0.0491727610483142,"samples",32.3858790842631,0.29,68,"hightide","MASSACHUSETTS"
"22",21,0.0537983736683582,0.0593418233198973,0.0496210692855998,"samples",31.7933259194205,0.593,68,"hightide","MASSACHUSETTS"
"23",22,0.0525064513531876,0.0582975323777895,0.0474282549769622,"samples",31.0298361626112,0.763,69,"hightide","MASSACHUSETTS"
"24",23,0.0524951027989737,0.0575093859599025,0.0461726768773008,"samples",31.023129486215,0.007,69,"hightide","MASSACHUSETTS"
"25",24,0.050787826679888,0.0540243315543622,0.0472301084803212,"samples",30.014177311877,1.009,70,"hightide","MASSACHUSETTS"
"26",25,0.0501740594736047,0.053938790386499,0.0445883949912311,"samples",29.6514581533331,0.363,70,"hightide","MASSACHUSETTS"
"27",26,0.047977723599736,0.050436712332221,0.0453959276460882,"samples",28.3534854172633,1.298,72,"hightide","MASSACHUSETTS"
"28",27,0.0480228205048287,0.050987980104085,0.0431883512645868,"samples",28.3801364199574,0.027,72,"hightide","MASSACHUSETTS"
"29",28,0.0469976805295301,0.0498942650289524,0.0421187033474545,"samples",27.7743075235559,0.606,72,"hightide","MASSACHUSETTS"
"30",29,0.0460204691850997,0.0499837838759001,0.0425656556906682,"samples",27.196803100148,0.578,73,"hightide","MASSACHUSETTS"
"31",30,0.045392485164638,0.0490321648879473,0.0427931321960502,"samples",26.8256822042301,0.371,73,"hightide","MASSACHUSETTS"
"32",2,0.0586884629190292,0.0716777526510627,0.0495325535197715,"sites",100,NA,NA,"midtide","MASSACHUSETTS"
"33",3,0.0541551758087703,0.0615605864885402,0.0455267908583606,"sites",92.2756758572578,7.724,8,"midtide","MASSACHUSETTS"
"34",2,0.175104031165876,0.206249896595979,0.145736284755441,"samples",100,NA,NA,"midtide","MASSACHUSETTS"
"35",3,0.155612523249455,0.175120497811671,0.135444629744476,"samples",88.8686126831899,11.131,11,"midtide","MASSACHUSETTS"
"36",4,0.132510164188234,0.139832071369045,0.121215984323187,"samples",75.6751077093747,13.194,24,"midtide","MASSACHUSETTS"
"37",5,0.120072912281787,0.127838750548866,0.111376037826892,"samples",68.5723289648552,7.103,31,"midtide","MASSACHUSETTS"
"38",6,0.107672883471073,0.114859696034237,0.101932337245429,"samples",61.4908079238188,7.082,39,"midtide","MASSACHUSETTS"
"39",7,0.101894024851378,0.110246388554665,0.0966864325041202,"samples",58.19056487332,3.3,42,"midtide","MASSACHUSETTS"
"40",8,0.094899430003439,0.0977825134557869,0.0914091385392258,"samples",54.196028139147,3.995,46,"midtide","MASSACHUSETTS"
"41",9,0.0909245654542613,0.0962181361703871,0.0850660386511866,"samples",51.9260264020584,2.27,48,"midtide","MASSACHUSETTS"
"42",10,0.0861633024864425,0.0896922387297162,0.0837047183902601,"samples",49.2069211158365,2.719,51,"midtide","MASSACHUSETTS"
"43",11,0.0813561521866415,0.0843554644475223,0.0788101001957264,"samples",46.4616100754258,2.745,54,"midtide","MASSACHUSETTS"
"44",12,0.0783965560744288,0.0831381422141893,0.073667517242669,"samples",44.7714170555923,1.69,55,"midtide","MASSACHUSETTS"
"45",13,0.0759031418387583,0.0793746252742583,0.0733934577662713,"samples",43.3474554145788,1.424,57,"midtide","MASSACHUSETTS"
"46",14,0.0728832760023021,0.0751040169599269,0.0705522796501525,"samples",41.6228430133968,1.725,58,"midtide","MASSACHUSETTS"
"47",15,0.0697694038230872,0.0715598661086205,0.0670973077689648,"samples",39.8445446164484,1.778,60,"midtide","MASSACHUSETTS"
"48",16,0.0682526248111376,0.0706174363161902,0.0666950406598932,"samples",38.9783286864948,0.866,61,"midtide","MASSACHUSETTS"
"49",17,0.0663616770371845,0.0697324958921915,0.062868558485123,"samples",37.8984290626182,1.08,62,"midtide","MASSACHUSETTS"
"50",18,0.0632291830607227,0.0664457410399548,0.0606157476512421,"samples",36.1094959606188,1.789,64,"midtide","MASSACHUSETTS"
"51",19,0.062252691064843,0.0639161369547407,0.0600502324826351,"samples",35.5518320454147,0.558,64,"midtide","MASSACHUSETTS"
"52",20,0.0608655572408206,0.062705636437186,0.0595124251500188,"samples",34.7596550665145,0.792,65,"midtide","MASSACHUSETTS"
"53",21,0.0593156667462892,0.0616707758721776,0.0569685042420856,"samples",33.8745295304478,0.885,66,"midtide","MASSACHUSETTS"
"54",22,0.0580899438086468,0.0607496440798584,0.0553609915579312,"samples",33.1745325460943,0.7,67,"midtide","MASSACHUSETTS"
"55",23,0.0563974057480736,0.0575449660842676,0.0543485529400747,"samples",32.2079425428238,0.967,68,"midtide","MASSACHUSETTS"
"56",24,0.0549422422886598,0.0574713090762649,0.0520584908068576,"samples",31.3769145820595,0.831,69,"midtide","MASSACHUSETTS"
"57",25,0.0542313488390445,0.0552581642658068,0.0530322577877502,"samples",30.9709310961957,0.406,69,"midtide","MASSACHUSETTS"
"58",26,0.0526977986944244,0.0546967222977132,0.0507441640013488,"samples",30.0951373555208,0.876,70,"midtide","MASSACHUSETTS"
"59",27,0.0528803342329078,0.0556886065520439,0.05081565905354,"samples",30.1993814081951,0.104,70,"midtide","MASSACHUSETTS"
"60",28,0.0509089334518855,0.0530263946565194,0.0496581898205475,"samples",29.073535950557,1.126,71,"midtide","MASSACHUSETTS"
"61",29,0.0501717436372462,0.0518236850929229,0.0493617546987849,"samples",28.6525348977937,0.421,71,"midtide","MASSACHUSETTS"
"62",30,0.049536759981662,0.0506762414757408,0.0473176802882155,"samples",28.2899026663389,0.363,72,"midtide","MASSACHUSETTS"
