"","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"40",22,0.0375083588557249,0.041406687101726,0.0348727613818074,"samples",30.7807262773842,0.507,"hightide","Fernando de Noronha"
"41",23,0.0368905991355793,0.0408983232913086,0.0339463488233267,"samples",30.2737701366441,0.843,"hightide","Fernando de Noronha"
"42",24,0.0358639129005673,0.039717411735012,0.0330583902935412,"samples",29.4312339943879,0.466,"hightide","Fernando de Noronha"
"43",25,0.0352962452260555,0.0388151672980147,0.0325433124572906,"samples",28.9653852119104,0.635,"hightide","Fernando de Noronha"
"44",26,0.034522309339189,0.0381821167638879,0.031798956758384,"samples",28.3302652168844,0.503,"hightide","Fernando de Noronha"
"45",27,0.0339097901397138,0.0376477512572238,0.0311624974349132,"samples",27.8276096383984,0.475,"hightide","Fernando de Noronha"
"46",28,0.0333313571255303,0.0366881070733749,0.0310457486797916,"samples",27.3529264258411,0.497,"hightide","Fernando de Noronha"
"47",29,0.0327253398317174,0.0364878725518073,0.0301761515353431,"samples",26.8556065481049,0.536,"hightide","Fernando de Noronha"
"48",30,0.032072320218796,0.0355717090982202,0.0296579720818538,"samples",26.3197148542983,NA,"hightide","Fernando de Noronha"
"49",2,0.212410890653855,0.226701229762022,0.199199814454186,"sites",100,15.199,"midtide","Fernando de Noronha"
"50",3,0.180126839763912,0.189626859373677,0.170044288748536,"sites",84.8011319991337,10.715,"midtide","Fernando de Noronha"
"51",4,0.157367765937925,0.165517898110791,0.148377530076829,"sites",74.0864865513753,7.459,"midtide","Fernando de Noronha"
"52",5,0.141523157135571,0.148338553376781,0.137245267232031,"sites",66.6270720394452,5.704,"midtide","Fernando de Noronha"
"53",6,0.129406998250274,0.135475936286362,0.124945842607542,"sites",60.9229582588377,4.376,"midtide","Fernando de Noronha"
"54",7,0.120112109188831,0.125812922032877,0.11531548272178,"sites",56.5470578363918,3.631,"midtide","Fernando de Noronha"
"55",8,0.112400515401565,0.118151448000061,0.108688649725182,"sites",52.9165501145293,3.025,"midtide","Fernando de Noronha"
"56",9,0.105975928561746,0.110762270097509,0.101436798294218,"sites",49.891946799679,2.566,"midtide","Fernando de Noronha"
"57",10,0.100524461039355,0.105056785726674,0.0969051211134225,"sites",47.325474098769,2.147,"midtide","Fernando de Noronha"
"58",11,0.095963822733781,0.100219570346473,0.0925151088069184,"sites",45.1783910129936,1.947,"midtide","Fernando de Noronha"
"59",12,0.0918291593729302,0.0959210374671645,0.088355070831449,"sites",43.2318508200104,1.648,"midtide","Fernando de Noronha"
"60",13,0.0883285731098675,0.0921808457021723,0.0847357685781097,"sites",41.5838250279773,1.535,"midtide","Fernando de Noronha"
"61",14,0.0850681034259844,0.08897925488221,0.0819878853377719,"sites",40.0488426766268,1.361,"midtide","Fernando de Noronha"
"62",15,0.0821771372154256,0.0863471117945783,0.0788250140024049,"sites",38.6878172594933,1.22,"midtide","Fernando de Noronha"
"63",16,0.0795847627444058,0.0832319238547463,0.0763618872296346,"sites",37.4673645496346,1.107,"midtide","Fernando de Noronha"
"64",17,0.0772335409257722,0.0807951135452209,0.0743836799497933,"sites",36.3604430488604,0.998,"midtide","Fernando de Noronha"
"65",18,0.0751147190752338,0.0784688005771386,0.0723755673107608,"sites",35.3629321189753,0.977,"midtide","Fernando de Noronha"
"66",19,0.0730387955832208,0.0764036248842607,0.0705555795538979,"sites",34.3856171208494,0.841,"midtide","Fernando de Noronha"
"67",20,0.0712522062733545,0.0743638317251844,0.0685950489105004,"sites",33.5445165047903,NA,"midtide","Fernando de Noronha"
"68",2,0.186945446264174,0.198759020517947,0.171003565783832,"samples",100,17.012,"midtide","Fernando de Noronha"
"69",3,0.155142871349703,0.164492110387789,0.143689272671797,"samples",82.9883126067001,11.262,"midtide","Fernando de Noronha"
"70",4,0.134089597864566,0.141834535131185,0.124313544589744,"samples",71.7265921926136,7.486,"midtide","Fernando de Noronha"
"71",5,0.120095078456085,0.126779194718956,0.110379727060305,"samples",64.2407081081704,5.57,"midtide","Fernando de Noronha"
"72",6,0.109681327502022,0.115413492971117,0.101171259171573,"samples",58.6702322489475,4.102,"midtide","Fernando de Noronha"
"73",7,0.102012360419039,0.107709488694512,0.0945026955736287,"samples",54.5679835789551,3.618,"midtide","Fernando de Noronha"
"74",8,0.0952490024300831,0.0997217858600119,0.0875941856620679,"samples",50.9501591686197,2.981,"midtide","Fernando de Noronha"
"75",9,0.0896753207390572,0.0938922034187173,0.0826842478181486,"samples",47.9687109427294,2.378,"midtide","Fernando de Noronha"
"76",10,0.085230665358266,0.0893925278028909,0.0785238816929779,"samples",45.5911962882615,2.09,"midtide","Fernando de Noronha"
"77",11,0.0813242723356566,0.0854185116541542,0.0748323560397803,"samples",43.5016064637042,1.921,"midtide","Fernando de Noronha"
"78",12,0.0777330379164461,0.0821764479768846,0.0718371560080175,"samples",41.5805998326383,1.559,"midtide","Fernando de Noronha"
"79",13,0.0748176888276067,0.0785266962095154,0.0688860823513319,"samples",40.0211346800506,1.435,"midtide","Fernando de Noronha"
"80",14,0.0721343952552043,0.0760451403224649,0.0664670236558366,"samples",38.5857995991358,1.373,"midtide","Fernando de Noronha"
"81",15,0.0695672516614345,0.0727609644213644,0.0640518267334156,"samples",37.2125949316404,1.19,"midtide","Fernando de Noronha"
"82",16,0.0673422934711166,0.0706374860906721,0.0621889046325618,"samples",36.0224305094625,1.049,"midtide","Fernando de Noronha"
"83",17,0.0653813077962661,0.0687627439591702,0.0599532046648043,"samples",34.9734690535737,0.982,"midtide","Fernando de Noronha"
"84",18,0.0635456330548342,0.06693080857098,0.0586470645804295,"samples",33.9915383469878,0.874,"midtide","Fernando de Noronha"
"85",19,0.0619110415950565,0.0648930464880925,0.0566211461647908,"samples",33.1171701864134,0.869,"midtide","Fernando de Noronha"
"86",20,0.0602860115235255,0.0633594414632485,0.0556398717101975,"samples",32.2479165597513,0.77,"midtide","Fernando de Noronha"
"87",21,0.0588460759366258,0.0621503287837764,0.0543355798766909,"samples",31.4776728251888,0.671,"midtide","Fernando de Noronha"
"88",22,0.0575915204352313,0.060600947197944,0.052997939339071,"samples",30.8065917550344,0.714,"midtide","Fernando de Noronha"
"89",23,0.056257272878054,0.0590878910401974,0.0518113654398605,"samples",30.0928821762026,0.668,"midtide","Fernando de Noronha"
"90",24,0.0550080011887329,0.0579148399672118,0.050704464576686,"samples",29.4246274985488,0.582,"midtide","Fernando de Noronha"
"91",25,0.0539207221704072,0.0568952620219441,0.0496875503955401,"samples",28.8430251968863,0.577,"midtide","Fernando de Noronha"
"92",26,0.0528413600123278,0.055600521184545,0.0485768141341644,"samples",28.2656577457668,0.534,"midtide","Fernando de Noronha"
"93",27,0.0518430045517209,0.0543536095841232,0.0478342724799465,"samples",27.7316220254229,0.455,"midtide","Fernando de Noronha"
"94",28,0.0509919668088674,0.0536683265967776,0.0466555322947746,"samples",27.2763888224431,0.47,"midtide","Fernando de Noronha"
"95",29,0.0501128863626045,0.0525634998369366,0.046091257817368,"samples",26.8061551452768,0.444,"midtide","Fernando de Noronha"
"96",30,0.0492821526545663,0.0518793783566642,0.0448426027638171,"samples",26.3617828834008,NA,"midtide","Fernando de Noronha"
"97",2,0.214229135697357,0.22799512976657,0.194929176288132,"sites",100,17.088,"lowtide","Fernando de Noronha"
"98",3,0.177620866961558,0.18885124349003,0.161633087277886,"sites",82.9116293558147,10.547,"lowtide","Fernando de Noronha"
"99",4,0.155025318130838,0.164589763252466,0.142980249454448,"sites",72.3642550422476,7.385,"lowtide","Fernando de Noronha"
"100",5,0.139204347490567,0.147568580859148,0.127797885419996,"sites",64.9791855050107,5.676,"lowtide","Fernando de Noronha"
"101",6,0.127045238415945,0.133288869632242,0.116085003706102,"sites",59.3034360160153,4.137,"lowtide","Fernando de Noronha"
"102",7,0.11818181054005,0.124929970478797,0.108064187971502,"sites",55.1660772729844,3.666,"lowtide","Fernando de Noronha"
"103",8,0.110328588123535,0.116163444430729,0.101658593728765,"sites",51.5002722502683,2.75,"lowtide","Fernando de Noronha"
"104",9,0.104437126074661,0.110267130568035,0.0965771906696463,"sites",48.7501971824226,2.586,"lowtide","Fernando de Noronha"
"105",10,0.0988963490760221,0.104395148718612,0.090591298459641,"sites",46.1638183592981,2.145,"lowtide","Fernando de Noronha"
"106",11,0.0943004805696305,0.0996482664252103,0.086463996025639,"sites",44.0185132907643,1.764,"lowtide","Fernando de Noronha"
"107",12,0.0905225405914304,0.0954036647806839,0.0838791905577669,"sites",42.2550090102181,1.724,"lowtide","Fernando de Noronha"
"108",13,0.0868282279896027,0.0915362155670073,0.0794971138466464,"sites",40.5305411455637,1.389,"lowtide","Fernando de Noronha"
"109",14,0.0838516496617536,0.0883979599210029,0.077409373393047,"sites",39.1411044015094,1.413,"lowtide","Fernando de Noronha"
"110",15,0.0808240100974596,0.0852961569968511,0.0741720430966073,"sites",37.7278327872453,1.173,"lowtide","Fernando de Noronha"
"111",16,0.0783107135683354,0.0824356060975509,0.0721198587373692,"sites",36.5546513145465,1.036,"lowtide","Fernando de Noronha"
"112",17,0.0760915233228378,0.0800645099724608,0.0700999789788391,"sites",35.5187556889241,1.023,"lowtide","Fernando de Noronha"
"113",18,0.0739006650273178,0.077747328007727,0.0681516804939857,"sites",34.4960851318179,0.902,"lowtide","Fernando de Noronha"
"114",19,0.0719673647792317,0.0758207208482367,0.0663723233146408,"sites",33.5936400737296,0.838,"lowtide","Fernando de Noronha"
"115",20,0.0701717610187434,0.0739345458975312,0.0647340592590934,"sites",32.7554703473554,NA,"lowtide","Fernando de Noronha"
"116",2,0.240318019378453,0.249953897007884,0.228801480561688,"samples",100,18.2,"lowtide","Fernando de Noronha"
"117",3,0.196580081237022,0.204449636935627,0.18552274780982,"samples",81.7999756095892,10.587,"lowtide","Fernando de Noronha"
"118",4,0.171138175696518,0.177432113352765,0.162140776074591,"samples",71.2132099536862,7.564,"lowtide","Fernando de Noronha"
"119",5,0.152961072598607,0.158932321984378,0.144855444102053,"samples",63.649439602664,5.532,"lowtide","Fernando de Noronha"
"120",6,0.13966576203101,0.144828289393286,0.133228456257108,"samples",58.1170577188657,4.314,"lowtide","Fernando de Noronha"
"121",7,0.129297442887468,0.133964374758122,0.12342728171645,"samples",53.8026416919867,3.489,"lowtide","Fernando de Noronha"
"122",8,0.120913623965746,0.125456966376505,0.114890646886293,"samples",50.3140065312087,2.822,"lowtide","Fernando de Noronha"
"123",9,0.114132454594447,0.117907742748,0.108052025129837,"samples",47.4922583373623,2.464,"lowtide","Fernando de Noronha"
"124",10,0.108210708593999,0.112095800527775,0.103141830047342,"samples",45.0281293403924,2.107,"lowtide","Fernando de Noronha"
"125",11,0.103147230275139,0.107031492664727,0.0980978180044953,"samples",42.9211386403377,1.853,"lowtide","Fernando de Noronha"
"126",12,0.0986936264401673,0.102615101917126,0.0933774245246321,"samples",41.0679260321069,1.649,"lowtide","Fernando de Noronha"
"127",13,0.0947297485297275,0.0978072911734453,0.0899328427483755,"samples",39.4184958642436,1.401,"lowtide","Fernando de Noronha"
"128",14,0.0913621391244046,0.0946740892835265,0.086425053434438,"samples",38.0171821325339,1.216,"lowtide","Fernando de Noronha"
"129",15,0.0884395782066836,0.0917834461894117,0.0838865870986773,"samples",36.8010598769995,1.16,"lowtide","Fernando de Noronha"
"130",16,0.0856518624710945,0.0889973250211258,0.0810935799240231,"samples",35.6410487622278,1.146,"lowtide","Fernando de Noronha"
"131",17,0.0828966632688494,0.0861331403760174,0.0787051067844006,"samples",34.4945682738438,0.928,"lowtide","Fernando de Noronha"
"132",18,0.0806670046044176,0.0836444845178261,0.0762710990490467,"samples",33.5667732336722,0.881,"lowtide","Fernando de Noronha"
"133",19,0.0785509551325495,0.0816806723400246,0.0744774303250445,"samples",32.6862527145114,0.806,"lowtide","Fernando de Noronha"
"134",20,0.0766133259195165,0.0796242313129398,0.0729238084595451,"samples",31.8799755913708,0.817,"lowtide","Fernando de Noronha"
"135",21,0.0746507048143386,0.0776623889496466,0.0707615562668852,"samples",31.0632989600246,0.705,"lowtide","Fernando de Noronha"
"136",22,0.0729562931890733,0.0754597670747936,0.0692841995228811,"samples",30.3582283915971,0.664,"lowtide","Fernando de Noronha"
"137",23,0.0713600845921294,0.0740691447867369,0.0674700197255956,"samples",29.694021603828,0.619,"lowtide","Fernando de Noronha"
"138",24,0.0698722842770233,0.0722371167524351,0.0661147035589541,"samples",29.0749251586451,0.595,"lowtide","Fernando de Noronha"
"139",25,0.0684422268632479,0.0709566640209122,0.0648906486929563,"samples",28.4798564170359,0.559,"lowtide","Fernando de Noronha"
"140",26,0.0670998654791047,0.0695401176641472,0.0637475545220694,"samples",27.9212793333803,0.47,"lowtide","Fernando de Noronha"
"141",27,0.0659707780621391,0.0684148283746605,0.0623528708711896,"samples",27.451448806362,0.532,"lowtide","Fernando de Noronha"
"142",28,0.0646911572898458,0.0671212260788859,0.0614505604135037,"samples",26.9189790499938,0.463,"lowtide","Fernando de Noronha"
"143",29,0.0635786783597487,0.0657724397174946,0.0602520234800554,"samples",26.4560595681446,0.463,"lowtide","Fernando de Noronha"
"144",30,0.0624669169547083,0.064762786155717,0.0591405729863768,"samples",25.9934386594354,NA,"lowtide","Fernando de Noronha"
