"","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"57",10,0.0279580133644823,0.0325946891599602,0.0186602872128429,"sites",57.7742272560763,2.443,"midtide","Isla Gorgona"
"58",11,0.0267758646139924,0.0307533767406284,0.0183283152139898,"sites",55.3313594574632,2.192,"midtide","Isla Gorgona"
"59",12,0.0257149639146001,0.0296124550301557,0.0174645180977647,"sites",53.1390463877267,1.876,"midtide","Isla Gorgona"
"60",13,0.0248069080274914,0.0286444677643195,0.0172531290559005,"sites",51.2625816153877,1.708,"midtide","Isla Gorgona"
"61",14,0.0239805596298681,0.0275588380220774,0.0167709469631456,"sites",49.5549624260487,1.813,"midtide","Isla Gorgona"
"62",15,0.0231034192141119,0.0264988061737149,0.0160568467209913,"sites",47.7423833613372,1.437,"midtide","Isla Gorgona"
"63",16,0.0224078951641132,0.0255842888728136,0.0155829475712804,"sites",46.3051079726023,1.29,"midtide","Isla Gorgona"
"64",17,0.0217837206291201,0.0247925944496702,0.0156220859742246,"sites",45.0152737858156,1.283,"midtide","Isla Gorgona"
"65",18,0.0211629682790641,0.024264574659525,0.0149765313810953,"sites",43.7325114208959,1.117,"midtide","Isla Gorgona"
"66",19,0.0206225698726137,0.0235115253937313,0.0145502788002595,"sites",42.6157975851859,1.127,"midtide","Isla Gorgona"
"67",20,0.0200770858766496,0.0228749802594583,0.0140857873485077,"sites",41.4885745619856,NA,"midtide","Isla Gorgona"
"68",2,0.0945472446668136,0.09755242706295,0.0916890409010478,"samples",100,17.521,"midtide","Isla Gorgona"
"69",3,0.0779815171392271,0.0808687361393342,0.0753867361624748,"samples",82.4788891670355,10.473,"midtide","Isla Gorgona"
"70",4,0.0680799522837125,0.0704582149059403,0.0663373090566832,"samples",72.0062784733998,7.309,"midtide","Isla Gorgona"
"71",5,0.0611698841587358,0.063452562215562,0.0597126376434335,"samples",64.6976909526023,5.551,"midtide","Isla Gorgona"
"72",6,0.0559217011265558,0.057555978987488,0.0544437339693959,"samples",59.1468332299106,4.428,"midtide","Isla Gorgona"
"73",7,0.0517355777552463,0.053219502853042,0.050661323144694,"samples",54.7192865720874,3.538,"midtide","Isla Gorgona"
"74",8,0.0483902401850837,0.0495462930916972,0.0475774627878214,"samples",51.1810157510268,2.901,"midtide","Isla Gorgona"
"75",9,0.0456475607775008,0.0468882778712308,0.0447566660273602,"samples",48.2801597638976,2.485,"midtide","Isla Gorgona"
"76",10,0.0432983098354142,0.0445990464760653,0.0422722709908153,"samples",45.7954221595757,2.099,"midtide","Isla Gorgona"
"77",11,0.0413134518447265,0.042523106289116,0.0404301900789883,"samples",43.6960928796137,1.854,"midtide","Isla Gorgona"
"78",12,0.0395609913714437,0.0406996582574095,0.0386383923820167,"samples",41.8425640121586,1.644,"midtide","Isla Gorgona"
"79",13,0.038006273532244,0.0392989384102482,0.0371725069786184,"samples",40.1981820476936,1.527,"midtide","Isla Gorgona"
"80",14,0.0365626424391889,0.0374978483677729,0.0356992234564229,"samples",38.6712934554956,1.221,"midtide","Isla Gorgona"
"81",15,0.0354082312049254,0.0364098950226906,0.0347490843115534,"samples",37.4503046912734,1.153,"midtide","Isla Gorgona"
"82",16,0.0343179655863067,0.0353428848213449,0.0337008017184877,"samples",36.2971609667145,1.114,"midtide","Isla Gorgona"
"83",17,0.0332645582002036,0.0341715624896287,0.0326219169233254,"samples",35.1830011730417,0.99,"midtide","Isla Gorgona"
"84",18,0.0323281562094212,0.0332429933584734,0.0317199557797088,"samples",34.1925947428149,0.895,"midtide","Isla Gorgona"
"85",19,0.0314823035223188,0.0323341706284309,0.0308804244562954,"samples",33.2979598012221,0.848,"midtide","Isla Gorgona"
"86",20,0.0306801430005081,0.0314051623569106,0.0300903809703889,"samples",32.4495368517883,0.787,"midtide","Isla Gorgona"
"87",21,0.0299358095934243,0.0308518543728611,0.0293486085547487,"samples",31.6622760387346,0.744,"midtide","Isla Gorgona"
"88",22,0.0292324664796874,0.0299669752454915,0.0285472123961375,"samples",30.9183695227748,0.64,"midtide","Isla Gorgona"
"89",23,0.0286276200074518,0.0293890619268351,0.0279327225318711,"samples",30.2786401743764,0.628,"midtide","Isla Gorgona"
"90",24,0.0280335237828028,0.0288146287995249,0.0274830896253944,"samples",29.6502810648724,0.613,"midtide","Isla Gorgona"
"91",25,0.0274536541607518,0.0282132510666113,0.0269024567925672,"samples",29.0369690385998,0.581,"midtide","Isla Gorgona"
"92",26,0.0269046301266937,0.0276645619821842,0.026327075178059,"samples",28.4562815357614,0.51,"midtide","Isla Gorgona"
"93",27,0.0264219918547169,0.0272004727284073,0.0258011815602117,"samples",27.9458084133795,0.511,"midtide","Isla Gorgona"
"94",28,0.0259387851702646,0.0265358022729406,0.0253614949990644,"samples",27.4347340968776,0.486,"midtide","Isla Gorgona"
"95",29,0.0254795178870131,0.0262715795733552,0.0248773809608531,"samples",26.9489798214675,0.448,"midtide","Isla Gorgona"
"96",30,0.0250560205780699,0.025809459932644,0.0245174330240749,"samples",26.5010584564022,NA,"midtide","Isla Gorgona"
"97",2,0.0735047961040509,0.0785580217190365,0.0648464614375409,"sites",100,15.669,"lowtide","Isla Gorgona"
"98",3,0.0619871282085663,0.065736993113556,0.0568586194429526,"sites",84.3307260125168,10.422,"lowtide","Isla Gorgona"
"99",4,0.0543262913278554,0.056883022213615,0.0502973803393261,"sites",73.9084987746282,7.57,"lowtide","Isla Gorgona"
"100",5,0.0487621420245914,0.0511554127421658,0.0452671489075656,"sites",66.3387215652778,5.192,"lowtide","Isla Gorgona"
"101",6,0.0449457842119399,0.0473761512839741,0.0417031440600715,"sites",61.1467368038355,4.704,"lowtide","Isla Gorgona"
"102",7,0.0414877660193399,0.0437960028872884,0.0381052972257469,"sites",56.4422571291963,3.295,"lowtide","Isla Gorgona"
"103",8,0.0390658189203838,0.0410640694975162,0.0366358520363035,"sites",53.1473060139961,2.882,"lowtide","Isla Gorgona"
"104",9,0.0369476452459192,0.0388704409216567,0.0340028352111823,"sites",50.2656251078057,2.543,"lowtide","Isla Gorgona"
"105",10,0.0350784056834147,0.0369225177317327,0.0326583054607805,"sites",47.7226079693616,2.2,"lowtide","Isla Gorgona"
"106",11,0.0334612616191454,0.0350563067787858,0.0314013314003834,"sites",45.5225555238311,2.022,"lowtide","Isla Gorgona"
"107",12,0.0319751724480282,0.0333546011933101,0.0299608967246978,"sites",43.500797421117,1.759,"lowtide","Isla Gorgona"
"108",13,0.0306819935105856,0.0321509654547016,0.0284243663925589,"sites",41.7414850959565,1.442,"lowtide","Isla Gorgona"
"109",14,0.0296219883745829,0.031220037844512,0.0279005006249776,"sites",40.2993953383002,1.39,"lowtide","Isla Gorgona"
"110",15,0.0286006070844447,0.0300030608625721,0.026664550234142,"sites",38.9098516020079,1.182,"lowtide","Isla Gorgona"
"111",16,0.0277315524375975,0.0289040115892853,0.0257403091025283,"sites",37.727541476806,1.001,"lowtide","Isla Gorgona"
"112",17,0.0269956238226533,0.0282314821020095,0.0255279389121926,"sites",36.7263433864087,0.98,"lowtide","Isla Gorgona"
"113",18,0.0262749475496179,0.0274360113968553,0.0245742050502536,"sites",35.7458954275908,1.071,"lowtide","Isla Gorgona"
"114",19,0.0254876273709334,0.0266147435083874,0.0239531556313699,"sites",34.6747814045413,0.859,"lowtide","Isla Gorgona"
"115",20,0.0248560480758664,0.0261019279041589,0.0230839863761835,"sites",33.8155459144204,NA,"lowtide","Isla Gorgona"
"116",2,0.157286654299386,0.16502592176258,0.153392828506301,"samples",100,17.802,"lowtide","Isla Gorgona"
"117",3,0.12928697065183,0.134052716197241,0.124568163083017,"samples",82.1983093401809,11.008,"lowtide","Isla Gorgona"
"118",4,0.111972618074189,0.117135301750237,0.109576421846058,"samples",71.1901582324053,7.462,"lowtide","Isla Gorgona"
"119",5,0.100236370476778,0.104247822251871,0.0972397306204986,"samples",63.7284650266541,5.551,"lowtide","Isla Gorgona"
"120",6,0.091505059337458,0.0956634291466173,0.0887505288520742,"samples",58.1772558803899,4.327,"lowtide","Isla Gorgona"
"121",7,0.0846990957108004,0.0885897708202147,0.0824866651172542,"samples",53.8501477369979,3.435,"lowtide","Isla Gorgona"
"122",8,0.0792957416686555,0.0828787142425971,0.0774485160694791,"samples",50.4147933096223,2.921,"lowtide","Isla Gorgona"
"123",9,0.0747014075876884,0.0779017729844238,0.0726711092805314,"samples",47.4937990895901,2.404,"lowtide","Isla Gorgona"
"124",10,0.0709198954994848,0.0739593322075834,0.068729072747767,"samples",45.0895823395753,2.102,"lowtide","Isla Gorgona"
"125",11,0.0676133804416993,0.0707573549785133,0.0659934318749448,"samples",42.987360080151,1.82,"lowtide","Isla Gorgona"
"126",12,0.0647506893740903,0.0674331806720407,0.0635834706450394,"samples",41.1673130581322,1.612,"lowtide","Isla Gorgona"
"127",13,0.0622145234142363,0.0649069188601224,0.0606711530078198,"samples",39.5548647730879,1.448,"lowtide","Isla Gorgona"
"128",14,0.0599374707010746,0.0626305360547384,0.0583322463172037,"samples",38.1071559873015,1.252,"lowtide","Isla Gorgona"
"129",15,0.0579676228227677,0.0606390964497263,0.0565024107634445,"samples",36.8547624596488,1.128,"lowtide","Isla Gorgona"
"130",16,0.0561932257454316,0.0585658050603263,0.0547633273922176,"samples",35.7266330037583,1.15,"lowtide","Isla Gorgona"
"131",17,0.0543845223546615,0.056736270101385,0.053084978143435,"samples",34.5766922164571,0.983,"lowtide","Isla Gorgona"
"132",18,0.0528388746305459,0.0551153799678939,0.0513817513376873,"samples",33.5939974474695,0.826,"lowtide","Isla Gorgona"
"133",19,0.0515398675506848,0.0538523867997013,0.0501836544130743,"samples",32.7681123234917,0.877,"lowtide","Isla Gorgona"
"134",20,0.050161067197667,0.0522408708962649,0.0487081140966405,"samples",31.8914960847145,0.748,"lowtide","Isla Gorgona"
"135",21,0.0489847257612542,0.0511715440147958,0.0478653143196839,"samples",31.14359955042,0.779,"lowtide","Isla Gorgona"
"136",22,0.0477596065042061,0.0496434544762512,0.0466163897522823,"samples",30.3646909630988,0.634,"lowtide","Isla Gorgona"
"137",23,0.0467623102745427,0.0488788889044676,0.045558899932512,"samples",29.7306281215273,0.622,"lowtide","Isla Gorgona"
"138",24,0.045784737374138,0.0476056054352677,0.0444792696977911,"samples",29.1091050147138,0.587,"lowtide","Isla Gorgona"
"139",25,0.0448616637196988,0.0467667126643658,0.0436854835266512,"samples",28.5222315393061,0.549,"lowtide","Isla Gorgona"
"140",26,0.0439979302439285,0.0459189972482051,0.0429685202971726,"samples",27.9730854724528,0.492,"lowtide","Isla Gorgona"
"141",27,0.0432237678673089,0.0450217223336488,0.0421185338271049,"samples",27.4808870846951,0.513,"lowtide","Isla Gorgona"
"142",28,0.0424175576971137,0.0442959502744889,0.041319764044354,"samples",26.9683132914598,0.446,"lowtide","Isla Gorgona"
"143",29,0.0417158685062128,0.0433846489326699,0.0406275461599456,"samples",26.5221920397703,0.497,"lowtide","Isla Gorgona"
"144",30,0.0409345555779758,0.0426487534086221,0.0399830498571006,"samples",26.0254474610791,NA,"lowtide","Isla Gorgona"
