"","samples","mean","upper","lower","rel","der","cum","Strata","locality","sv"
"47",19,0.0134452489930601,0.0150926642549184,0.0112131743659999,46.5215839683827,0.585,74,"midtide","MAINE","samples"
"48",20,0.0126177383961455,0.0141518040831335,0.01062806330824,43.6583343744957,2.863,77,"midtide","MAINE","samples"
"49",21,0.0124411755873568,0.0138532876606051,0.0099682944689836,43.0474136292572,0.611,78,"midtide","MAINE","samples"
"50",22,0.0119137220396721,0.0143065492411683,0.0101922279888609,41.2223842437324,1.825,80,"midtide","MAINE","samples"
"51",23,0.0120517946141871,0.0144924905941533,0.0101491403954433,41.7001258513697,0.478,80,"midtide","MAINE","samples"
"52",24,0.011901932006946,0.0131197647035722,0.0103555761049972,41.1815898339197,0.519,81,"midtide","MAINE","samples"
"53",25,0.0117545725275567,0.0128777321823937,0.00968998557442315,40.6717148291885,0.51,81,"midtide","MAINE","samples"
"54",26,0.0115141278930468,0.0135450717999486,0.00877077878590751,39.8397581090212,0.832,82,"midtide","MAINE","samples"
"55",27,0.0111265110809006,0.0120553606217871,0.00982218260395033,38.4985744624318,1.341,83,"midtide","MAINE","samples"
"56",28,0.0108182084415569,0.011784599037383,0.00991832385244227,37.4318238852348,1.067,84,"midtide","MAINE","samples"
"57",29,0.0109142653504053,0.0118844610562611,0.00993833014434426,37.7641880945581,0.332,85,"midtide","MAINE","samples"
"58",30,0.0104051185421999,0.0116407217706152,0.00921424271318737,36.0025014197792,1.762,86,"midtide","MAINE","samples"
