"","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"28",10,0.0893422760988941,0.0936022832484371,0.0855994083751597,"samples",45.2875315846437,2.132,"hightide","Concepción"
"29",11,0.0851364040590019,0.0888254216872262,0.0817184481004486,"samples",43.155578256784,1.841,"hightide","Concepción"
"30",12,0.0815054504486862,0.0848645670002011,0.0781884472286976,"samples",41.3150506422029,1.561,"hightide","Concepción"
"31",13,0.0784250814106847,0.0818605501774837,0.0757020837487361,"samples",39.7536139272212,1.482,"hightide","Concepción"
"32",14,0.0755016933252978,0.0787104006073371,0.0723295252703778,"samples",38.2717507373402,1.266,"hightide","Concepción"
"33",15,0.0730039854527758,0.0760651790341654,0.0700261107411914,"samples",37.0056645225582,1.209,"hightide","Concepción"
"34",16,0.0706180664892141,0.0735987670389403,0.0678445546305899,"samples",35.7962440204312,1.075,"hightide","Concepción"
"35",17,0.0684977895676191,0.0712209961599914,0.0657938200294966,"samples",34.721477266687,0.976,"hightide","Concepción"
"36",18,0.0665731460133995,0.0693613294733307,0.0640394174572325,"samples",33.7458769175934,0.94,"hightide","Concepción"
"37",19,0.064718194113319,0.0674303653672983,0.0623307320859092,"samples",32.8056032148067,0.779,"hightide","Concepción"
"38",20,0.0631823042818778,0.0659956526706865,0.0607515870753209,"samples",32.0270618311629,0.795,"hightide","Concepción"
"39",21,0.061613366431294,0.0642432569707948,0.0592138364487981,"samples",31.2317684318319,0.679,"hightide","Concepción"
"40",22,0.0602729076743023,0.0626780562601552,0.0578098860560357,"samples",30.5522909107088,0.74,"hightide","Concepción"
"41",23,0.0588133973504881,0.0611551760146686,0.0563673028047543,"samples",29.812466241202,0.584,"hightide","Concepción"
"42",24,0.0576612348399778,0.0600796744907193,0.0553717808849384,"samples",29.2284359437466,0.615,"hightide","Concepción"
"43",25,0.0564482466697664,0.0588243756668774,0.0543918625515518,"samples",28.6135731657999,0.509,"hightide","Concepción"
"44",26,0.0554435012964809,0.0578779057566261,0.0534863050443411,"samples",28.1042685027216,0.538,"hightide","Concepción"
"45",27,0.0543817374738414,0.0566393439991177,0.0520834103588808,"samples",27.566061231172,0.51,"hightide","Concepción"
"46",28,0.0533759812802525,0.055645194389821,0.0511220086593153,"samples",27.0562441840533,0.455,"hightide","Concepción"
"47",29,0.0524780344850098,0.0545024332958366,0.0502644846219816,"samples",26.6010756386955,0.47,"hightide","Concepción"
"48",30,0.0515509042291377,0.0537909656118451,0.049426814379347,"samples",26.1311140194123,NA,"hightide","Concepción"
"49",2,0.132919746031751,0.142718463451725,0.123062660258057,"sites",100,15.748,"midtide","Concepción"
"50",3,0.111986930677646,0.120798838206215,0.101873737392506,"sites",84.2515382559453,10.246,"midtide","Concepción"
"51",4,0.0983681297901862,0.103688104468513,0.0917662657052749,"sites",74.0056558388914,7.513,"midtide","Concepción"
"52",5,0.0883813389265874,0.0936604998080846,0.0838927320915507,"sites",66.4922568430693,5.69,"midtide","Concepción"
"53",6,0.0808187407694869,0.0860160696948796,0.075041772058602,"sites",60.802659636576,4.387,"midtide","Concepción"
"54",7,0.0749878640019866,0.0792587586070541,0.070557485618063,"sites",56.4158947340104,3.545,"midtide","Concepción"
"55",8,0.0702753741857514,0.0740615461235761,0.0658539360711422,"sites",52.8705299880459,3.049,"midtide","Concepción"
"56",9,0.0662232461673378,0.0701227518020864,0.062096278799185,"sites",49.8219776552378,2.481,"midtide","Concepción"
"57",10,0.0629260518639252,0.0668523761633314,0.0582430448751313,"sites",47.3413873728692,2.222,"midtide","Concepción"
"58",11,0.0599728083566424,0.0638524205416001,0.0557004102972484,"sites",45.119562854353,1.768,"midtide","Concepción"
"59",12,0.057623448573875,0.0608754923132376,0.0536233648677716,"sites",43.352060392976,1.765,"midtide","Concepción"
"60",13,0.0552779738065672,0.0588082015695495,0.0514121857904207,"sites",41.5874807595274,1.393,"midtide","Concepción"
"61",14,0.0534266159334215,0.0566914375335224,0.050102975159544,"sites",40.1946419011809,1.489,"midtide","Concepción"
"62",15,0.0514470930659846,0.0545476369269033,0.0478789949607785,"sites",38.7053802026489,1.185,"midtide","Concepción"
"63",16,0.0498717549346698,0.0528214493786903,0.0468457638805611,"sites",37.5202002889448,1.08,"midtide","Concepción"
"64",17,0.0484362276199412,0.0512258377042922,0.0451439769865422,"sites",36.4402047596232,0.985,"midtide","Concepción"
"65",18,0.0471270016589934,0.0497405180614088,0.0442993590636846,"sites",35.4552299909872,0.98,"midtide","Concepción"
"66",19,0.0458248412580196,0.0485465551396806,0.0430603859514201,"sites",34.4755708809985,0.919,"midtide","Concepción"
"67",20,0.0446037943652446,0.0473663124579337,0.0416599177751469,"sites",33.5569361941076,NA,"midtide","Concepción"
"68",2,0.212939598162254,0.21898606784,0.207782416572824,"samples",100,18.251,"midtide","Concepción"
"69",3,0.174076088516609,0.178278489489707,0.168856843995446,"samples",81.7490452780737,10.804,"midtide","Concepción"
"70",4,0.151070834625096,0.154241118743532,0.146146281168755,"samples",70.9453929324994,7.438,"midtide","Concepción"
"71",5,0.135231350078921,0.138724671263452,0.131990264195693,"samples",63.5069058296421,5.467,"midtide","Concepción"
"72",6,0.123589153418329,0.125660668800916,0.12004716241861,"samples",58.0395353823095,4.311,"midtide","Concepción"
"73",7,0.114409586333189,0.116546606686644,0.111563822103685,"samples",53.7286570091167,3.322,"midtide","Concepción"
"74",8,0.107335262034964,0.109587885351108,0.104433852705821,"samples",50.4064358913543,2.988,"midtide","Concepción"
"75",9,0.100972786289518,0.102937139815828,0.0987963244015289,"samples",47.4185107706361,2.379,"midtide","Concepción"
"76",10,0.0959068601224215,0.0977321911350157,0.0933063052824137,"samples",45.0394670367242,2.056,"midtide","Concepción"
"77",11,0.091527797970676,0.0933147971949742,0.0888874894348126,"samples",42.9829861428283,1.851,"midtide","Concepción"
"78",12,0.0875870562778258,0.0892645478720865,0.0850671019045737,"samples",41.1323478741079,1.639,"midtide","Concepción"
"79",13,0.084096068317035,0.0856866717725826,0.0818503168987134,"samples",39.4929214870388,1.414,"midtide","Concepción"
"80",14,0.0810857756655949,0.0829696128622522,0.0790435545792534,"samples",38.0792376642928,1.303,"midtide","Concepción"
"81",15,0.0783108106157955,0.0797124917583976,0.0764252438367945,"samples",36.7760676227654,1.202,"midtide","Concepción"
"82",16,0.0757513110411175,0.0773025758243328,0.0738105513393867,"samples",35.5740837753423,1.057,"midtide","Concepción"
"83",17,0.0735014174756534,0.0749146814084699,0.0717614917579986,"samples",34.5174960927875,0.935,"midtide","Concepción"
"84",18,0.071509427685419,0.073105201237997,0.0697391466506765,"samples",33.5820243405037,0.921,"midtide","Concepción"
"85",19,0.0695479640997584,0.0708587494638937,0.0676862766359009,"samples",32.66088820491,0.821,"midtide","Concepción"
"86",20,0.0678006561653495,0.0692898321500747,0.066157134467136,"samples",31.8403231482043,0.767,"midtide","Concepción"
"87",21,0.0661682812094527,0.0675755919168123,0.0643777416239259,"samples",31.0737325422369,0.711,"midtide","Concepción"
"88",22,0.0646533707389686,0.0658298770163911,0.0630271143382048,"samples",30.3623052250265,0.664,"midtide","Concepción"
"89",23,0.0632391019360433,0.0645664138152487,0.0616280928476962,"samples",29.6981409196879,0.636,"midtide","Concepción"
"90",24,0.0618847780440255,0.0631025846535176,0.0602515705715191,"samples",29.0621277480157,0.56,"midtide","Concepción"
"91",25,0.0606930448003398,0.0620794157142036,0.0592211123728494,"samples",28.5024698666396,0.563,"midtide","Concepción"
"92",26,0.0594932321631711,0.060729294562688,0.057843969926112,"samples",27.9390177668312,0.495,"midtide","Concepción"
"93",27,0.0584383924175985,0.0598384626689649,0.0569750117601766,"samples",27.4436473638267,0.533,"midtide","Concepción"
"94",28,0.0573029014118263,0.0583172499949018,0.0558482994806189,"samples",26.9104017788947,0.449,"midtide","Concepción"
"95",29,0.0563472136247184,0.0574781959464881,0.0548328438717928,"samples",26.4615947954327,0.435,"midtide","Concepción"
"96",30,0.0554217661437874,0.0565470504307406,0.0539744883220532,"samples",26.0269891659876,NA,"midtide","Concepción"
"97",2,0.140302902604008,0.150149592061757,0.1275622985051,"sites",100,15.941,"lowtide","Concepción"
"98",3,0.117937293644737,0.125335660858156,0.108806792395721,"sites",84.0590546993915,10.329,"lowtide","Concepción"
"99",4,0.103444920361062,0.108677721971763,0.0963930382121269,"sites",73.7297079683559,7.785,"lowtide","Concepción"
"100",5,0.0925221856200168,0.0980294349282477,0.0851893324736828,"sites",65.9445983673996,5.938,"lowtide","Concepción"
"101",6,0.0841912519134439,0.0887885082106752,0.0790760381987863,"sites",60.0067784421154,4.071,"lowtide","Concepción"
"102",7,0.0784793119749055,0.0825967475173087,0.0724612437599644,"sites",55.9356296401125,3.428,"lowtide","Concepción"
"103",8,0.0736700723757902,0.077572346634172,0.0687359950047396,"sites",52.507874754179,3.158,"lowtide","Concepción"
"104",9,0.0692396821780921,0.073064201548218,0.0640989170551828,"sites",49.3501423655609,2.408,"lowtide","Concepción"
"105",10,0.0658606289986867,0.0692409053184972,0.0612249137722489,"sites",46.9417437389534,2.27,"lowtide","Concepción"
"106",11,0.0626757379612199,0.0660111449591832,0.0588127269111062,"sites",44.6717329420593,1.825,"lowtide","Concepción"
"107",12,0.0601157696140781,0.0631363889930081,0.0561470541862817,"sites",42.8471318114846,1.576,"lowtide","Concepción"
"108",13,0.0579052929868774,0.0612235344332562,0.0543763895720569,"sites",41.2716286777828,1.602,"lowtide","Concepción"
"109",14,0.055658194021634,0.0586060706338874,0.051744397331222,"sites",39.6700232059519,1.332,"lowtide","Concepción"
"110",15,0.0537892728147317,0.0566633776336332,0.0503492877458972,"sites",38.3379615221127,1.163,"lowtide","Concepción"
"111",16,0.0521571773831031,0.0550577865236973,0.0486947169038452,"sites",37.1746959008482,1.146,"lowtide","Concepción"
"112",17,0.0505492021223515,0.0533273102119616,0.0470886059835151,"sites",36.0286217777134,1.017,"lowtide","Concepción"
"113",18,0.0491228061146562,0.0518788937582088,0.0457966188806889,"sites",35.0119671104032,0.876,"lowtide","Concepción"
"114",19,0.0478934108063772,0.0504680845106215,0.0446334964910582,"sites",34.1357234365649,0.933,"lowtide","Concepción"
"115",20,0.0465840796705426,0.0491456586615161,0.043606816729722,"sites",33.2025060108856,NA,"lowtide","Concepción"
"116",2,0.251208499831996,0.257288138569154,0.247226313111289,"samples",100,17.93,"lowtide","Concepción"
"117",3,0.206167533168921,0.21129394284196,0.203116512496809,"samples",82.0702855623128,11.097,"lowtide","Concepción"
"118",4,0.178291387035322,0.182306859253166,0.174631719159691,"samples",70.9734691121362,7.455,"lowtide","Concepción"
"119",5,0.159563181643524,0.163703385105441,0.156273176418828,"samples",63.5182255975565,5.591,"lowtide","Concepción"
"120",6,0.145518035285957,0.148636343430798,0.14294978733559,"samples",57.9271940970459,4.211,"lowtide","Concepción"
"121",7,0.134939450504066,0.137908579428639,0.133039710858351,"samples",53.7161165304166,3.462,"lowtide","Concepción"
"122",8,0.126242503651048,0.129195852532911,0.123941121305313,"samples",50.2540733038401,2.865,"lowtide","Concepción"
"123",9,0.119045679453061,0.121235327295221,0.117297285310854,"samples",47.3891924567349,2.445,"lowtide","Concepción"
"124",10,0.112903034053084,0.115099689208296,0.11127111057159,"samples",44.943954575021,2.076,"lowtide","Concepción"
"125",11,0.107686804148997,0.109879979771443,0.105747767232279,"samples",42.8675001924762,1.806,"lowtide","Concepción"
"126",12,0.103151014723528,0.105164848868603,0.101583229872938,"samples",41.0619126313455,1.605,"lowtide","Concepción"
"127",13,0.099119382184611,0.10150429913644,0.0972310755170098,"samples",39.45701767691,1.471,"lowtide","Concepción"
"128",14,0.0954232804553784,0.097498457880607,0.0938203916721462,"samples",37.9856893851904,1.283,"lowtide","Concepción"
"129",15,0.0921991735412385,0.094240163784303,0.0906839181732789,"samples",36.7022507609814,1.158,"lowtide","Concepción"
"130",16,0.0892904004111879,0.0910433101521539,0.0878022220992561,"samples",35.5443388543397,1.061,"lowtide","Concepción"
"131",17,0.0866257766987705,0.0885654116184097,0.0851823165051306,"samples",34.483616898594,0.968,"lowtide","Concepción"
"132",18,0.0841945368499902,0.0859163847722486,0.0828083682529517,"samples",33.5157993882763,0.906,"lowtide","Concepción"
"133",19,0.0819175730578841,0.0836662130110821,0.0805785956826426,"samples",32.6093954275708,0.816,"lowtide","Concepción"
"134",20,0.0798670440726227,0.0814713959497108,0.0784885018307778,"samples",31.7931296616303,0.781,"lowtide","Concepción"
"135",21,0.0779046266019237,0.0795153388314209,0.076626591118809,"samples",31.0119389487319,0.705,"lowtide","Concepción"
"136",22,0.0761330382572644,0.0776204375330364,0.0748214656182378,"samples",30.3067126742053,0.67,"lowtide","Concepción"
"137",23,0.0744501275005897,0.0761061609400435,0.0732128246969646,"samples",29.6367867927959,0.626,"lowtide","Concepción"
"138",24,0.0728779151191782,0.0743166464668688,0.0717407028481384,"samples",29.0109272448655,0.573,"lowtide","Concepción"
"139",25,0.0714386197490565,0.0728349472963798,0.0702520863610577,"samples",28.4379787295547,0.553,"lowtide","Concepción"
"140",26,0.0700496235121838,0.0714320089223674,0.068903483354453,"samples",27.8850530770383,0.514,"lowtide","Concepción"
"141",27,0.0687574993042627,0.0701903340035577,0.0675997730933854,"samples",27.3706898254823,0.505,"lowtide","Concepción"
"142",28,0.0674901297592755,0.0689066796803795,0.0664546232981983,"samples",26.8661808037594,0.444,"lowtide","Concepción"
"143",29,0.0663755233982441,0.0676785287459969,0.0653123284968503,"samples",26.4224830937787,0.473,"lowtide","Concepción"
"144",30,0.0651873701865938,0.0665337788867942,0.0641159098016185,"samples",25.9495081695843,NA,"lowtide","Concepción"
