"","samples","mean","upper","lower","sv","rel","der","cum","Strata","locality"
"41",9,0.107465134877267,0.113010536401567,0.10268933717313,"samples",47.6866911820667,2.826,52,"midtide","CENTRALMAINE"
"42",10,0.102096479116197,0.107337593492798,0.0973588310106054,"samples",45.3043982678728,2.382,55,"midtide","CENTRALMAINE"
"43",11,0.0973622803107746,0.102096025706335,0.09281507114468,"samples",43.2036399457761,2.101,57,"midtide","CENTRALMAINE"
"44",12,0.0930382269029255,0.0978026292482886,0.0886063924106413,"samples",41.2848799707352,1.919,59,"midtide","CENTRALMAINE"
"45",13,0.0894729568597424,0.0935754687441282,0.0851781752016021,"samples",39.7028233183696,1.582,60,"midtide","CENTRALMAINE"
"46",14,0.0861976743382635,0.0898281189903308,0.083064160926656,"samples",38.2494460317347,1.453,62,"midtide","CENTRALMAINE"
"47",15,0.0833136598774373,0.0870778514394555,0.0797854269206526,"samples",36.969690442956,1.28,63,"midtide","CENTRALMAINE"
"48",16,0.080689066191389,0.0847255576289842,0.0776093406604318,"samples",35.8050504997044,1.165,64,"midtide","CENTRALMAINE"
"49",17,0.0783167061529408,0.0815281111138824,0.0755698465613194,"samples",34.75233697866,1.053,65,"midtide","CENTRALMAINE"
"50",18,0.0761481973595185,0.0795968467911634,0.0729203220249641,"samples",33.7900806219763,0.962,66,"midtide","CENTRALMAINE"
"51",19,0.0740487441370971,0.0772134103795735,0.0709977986017801,"samples",32.858467056487,0.932,67,"midtide","CENTRALMAINE"
"52",20,0.0721774438949561,0.0753883345858272,0.0689202496767597,"samples",32.0280943327397,0.83,68,"midtide","CENTRALMAINE"
"53",21,0.0704417672210553,0.0734500922426513,0.0673934852699214,"samples",31.2579033528023,0.77,69,"midtide","CENTRALMAINE"
"54",22,0.0688231614007039,0.0714370541218423,0.0662485657018773,"samples",30.5396615156824,0.718,69,"midtide","CENTRALMAINE"
"55",23,0.0673541858164828,0.0702883124751301,0.0644495879115292,"samples",29.8878167558098,0.652,70,"midtide","CENTRALMAINE"
"56",24,0.0659257693151746,0.068868008028795,0.0630318084403001,"samples",29.253969725747,0.634,71,"midtide","CENTRALMAINE"
"57",25,0.0645996681627745,0.06770022825387,0.0620454524272518,"samples",28.6655242154621,0.588,71,"midtide","CENTRALMAINE"
"58",26,0.0632509342900892,0.066187258676339,0.0604946169468408,"samples",28.0670356382414,0.598,72,"midtide","CENTRALMAINE"
"59",27,0.06212487161956,0.0647859449224093,0.0594790690990359,"samples",27.5673554128128,0.5,72,"midtide","CENTRALMAINE"
"60",28,0.0610252450825979,0.0637782097207763,0.0583822670289635,"samples",27.0794059849021,0.488,73,"midtide","CENTRALMAINE"
"61",29,0.0599370693625646,0.0626137534558878,0.0573489565710985,"samples",26.596537754454,0.483,73,"midtide","CENTRALMAINE"
"62",30,0.0589921970951165,0.0615920784353197,0.0564579138629238,"samples",26.1772591477155,0.419,74,"midtide","CENTRALMAINE"
