"","samples","mean","upper","lower","sv","rel","der","cum","Strata","locality"
"24",23,0.0422226693430404,0.0464540314884738,0.0371838093663903,"samples",30.839972334172,0.725,69,"hightide","PUERTOMADRYN"
"25",24,0.0413333341673488,0.0453600938380867,0.0364238703183682,"samples",30.1903906606093,0.65,70,"hightide","PUERTOMADRYN"
"26",25,0.0404896198578505,0.0447182811824743,0.0357584776975107,"samples",29.5741310453901,0.616,70,"hightide","PUERTOMADRYN"
"27",26,0.0397587317432681,0.0440372614300119,0.0344687919961502,"samples",29.040281111603,0.534,71,"hightide","PUERTOMADRYN"
"28",27,0.0389712171178542,0.0431537791730397,0.034062173112686,"samples",28.4650704572694,0.575,72,"hightide","PUERTOMADRYN"
"29",28,0.0383051988565082,0.0422182352015648,0.0338202423148948,"samples",27.9786022857029,0.486,72,"hightide","PUERTOMADRYN"
"30",29,0.0376033681053856,0.0416121324318844,0.0331017528307024,"samples",27.4659762181267,0.513,73,"hightide","PUERTOMADRYN"
"31",30,0.0370244360639456,0.0409295578607445,0.0328489534691173,"samples",27.0431169243119,0.423,73,"hightide","PUERTOMADRYN"
"32",2,0.0489911435259782,0.0666083962580908,0.0241154129136777,"sites",100,NA,NA,"midtide","PUERTOMADRYN"
"33",3,0.0419789643297691,0.0570714202586885,0.0196016766412804,"sites",85.6868431893393,14.313,14,"midtide","PUERTOMADRYN"
"34",2,0.115991906395986,0.134234500697095,0.0915999209572115,"samples",100,NA,NA,"midtide","PUERTOMADRYN"
"35",3,0.0965633849007721,0.109416775123527,0.0833231931997381,"samples",83.2501058919692,16.75,17,"midtide","PUERTOMADRYN"
"36",4,0.0850143214872302,0.0943577554489898,0.0751943109758079,"samples",73.2933220331761,9.957,27,"midtide","PUERTOMADRYN"
"37",5,0.0760153620975793,0.0842666499290633,0.0655061901090781,"samples",65.5350571082689,7.758,34,"midtide","PUERTOMADRYN"
"38",6,0.0695208031166883,0.0770616892543484,0.0601795660639764,"samples",59.9359086998281,5.599,40,"midtide","PUERTOMADRYN"
"39",7,0.064375281833504,0.071088740255175,0.0567181405136633,"samples",55.4998049723681,4.436,45,"midtide","PUERTOMADRYN"
"40",8,0.0603588274638705,0.0667267801594249,0.0524513967872588,"samples",52.0371027076759,3.463,48,"midtide","PUERTOMADRYN"
"41",9,0.0569888986470613,0.0630242350445729,0.0503200913132167,"samples",49.131788947848,2.905,51,"midtide","PUERTOMADRYN"
"42",10,0.0539142796584787,0.0597273704426566,0.0471953395053375,"samples",46.4810703898772,2.651,54,"midtide","PUERTOMADRYN"
"43",11,0.0513999209714654,0.0567328610175466,0.0458744752107611,"samples",44.3133685517597,2.168,56,"midtide","PUERTOMADRYN"
"44",12,0.049435828937475,0.0547922724893846,0.0438409890008428,"samples",42.6200676180849,1.693,57,"midtide","PUERTOMADRYN"
"45",13,0.0473996482989188,0.0522467349350192,0.0418979119076438,"samples",40.8646169993108,1.755,59,"midtide","PUERTOMADRYN"
"46",14,0.0456515292296152,0.0502961758596905,0.0410172100296802,"samples",39.3575126472747,1.507,61,"midtide","PUERTOMADRYN"
"47",15,0.0441000296669865,0.0486840511544134,0.039550233275487,"samples",38.0199196971838,1.338,62,"midtide","PUERTOMADRYN"
"48",16,0.0428437485484395,0.0471040382211285,0.0379030958164908,"samples",36.9368431640176,1.083,63,"midtide","PUERTOMADRYN"
"49",17,0.0415288329967498,0.0455968317535816,0.0366928039901674,"samples",35.8032161786997,1.134,64,"midtide","PUERTOMADRYN"
"50",18,0.0403213441937757,0.0448766834829696,0.0358203600087697,"samples",34.7622049215419,1.041,65,"midtide","PUERTOMADRYN"
"51",19,0.0392698409666981,0.0430136154706616,0.0343673362422809,"samples",33.8556733714112,0.907,66,"midtide","PUERTOMADRYN"
"52",20,0.038295939207413,0.0420533816028455,0.0335430865366594,"samples",33.0160443062933,0.84,67,"midtide","PUERTOMADRYN"
"53",21,0.0373567811057882,0.04107316202952,0.0328110184547645,"samples",32.2063687601232,0.81,68,"midtide","PUERTOMADRYN"
"54",22,0.0365145249942662,0.0401675179101298,0.032191503972639,"samples",31.4802352412494,0.726,69,"midtide","PUERTOMADRYN"
"55",23,0.0356858699107195,0.0392682575633288,0.0318481224459372,"samples",30.765827564633,0.714,69,"midtide","PUERTOMADRYN"
"56",24,0.0349437830005485,0.0388280181226505,0.0309009559709519,"samples",30.1260528310084,0.64,70,"midtide","PUERTOMADRYN"
"57",25,0.0342446318272256,0.0378519018931922,0.0302718447312773,"samples",29.5232942463395,0.603,70,"midtide","PUERTOMADRYN"
"58",26,0.0335954508041094,0.0371438366478612,0.0301142623454546,"samples",28.9636163832135,0.56,71,"midtide","PUERTOMADRYN"
"59",27,0.032975360394069,0.0363512776323212,0.0293350571481879,"samples",28.4290183846915,0.535,72,"midtide","PUERTOMADRYN"
"60",28,0.0323607359344533,0.0358663939879147,0.0289156047476899,"samples",27.8991327411903,0.53,72,"midtide","PUERTOMADRYN"
"61",29,0.0317826941952409,0.0348505327971645,0.0284223908480773,"samples",27.4007861261781,0.498,73,"midtide","PUERTOMADRYN"
"62",30,0.0312298947243206,0.0343334700137694,0.0277564616986981,"samples",26.9242016056745,0.477,73,"midtide","PUERTOMADRYN"
"63",2,0.124464350075284,0.160890615042361,0.0860119000196574,"sites",100,NA,NA,"lowtide","PUERTOMADRYN"
"64",3,0.104630318448958,0.134855797093328,0.0730516909450292,"sites",84.0644878518791,15.936,16,"lowtide","PUERTOMADRYN"
"65",2,0.182375536552766,0.207687832328316,0.162356790602854,"samples",100,NA,NA,"lowtide","PUERTOMADRYN"
"66",3,0.151390362584146,0.165468570106399,0.136729412594187,"samples",83.0102356081866,16.99,17,"lowtide","PUERTOMADRYN"
"67",4,0.131744794011096,0.145841931800187,0.120872524875186,"samples",72.2381940589813,10.772,28,"lowtide","PUERTOMADRYN"
"68",5,0.118239209631885,0.128774019202857,0.107209550643157,"samples",64.8328234514473,7.405,35,"lowtide","PUERTOMADRYN"
"69",6,0.108082622805449,0.118582686855,0.097969447285188,"samples",59.2637723503982,5.569,41,"lowtide","PUERTOMADRYN"
"70",7,0.0998944313647483,0.108540018615298,0.0909768985142024,"samples",54.7740301429332,4.49,45,"lowtide","PUERTOMADRYN"
"71",8,0.0934896751211986,0.10348120441904,0.0844688328804533,"samples",51.2621796148353,3.512,49,"lowtide","PUERTOMADRYN"
"72",9,0.088294701519429,0.0965814994145142,0.0801938536768907,"samples",48.4136760819799,2.849,52,"lowtide","PUERTOMADRYN"
"73",10,0.0837975653780486,0.0920402606105004,0.0754178740646846,"samples",45.9478101953678,2.466,54,"lowtide","PUERTOMADRYN"
"74",11,0.0799927200424811,0.0874446366260689,0.0723008077669898,"samples",43.8615406180516,2.086,56,"lowtide","PUERTOMADRYN"
"75",12,0.0765261437390251,0.0832980443002356,0.0694007838452053,"samples",41.9607504304087,1.901,58,"lowtide","PUERTOMADRYN"
"76",13,0.0734639569253159,0.0801149370698781,0.0668579886932098,"samples",40.2816947458635,1.679,60,"lowtide","PUERTOMADRYN"
"77",14,0.070718951703771,0.0767895126423822,0.0638543987859935,"samples",38.7765558037495,1.505,61,"lowtide","PUERTOMADRYN"
"78",15,0.068267175882101,0.0746999802508338,0.0619106979841991,"samples",37.432200158243,1.344,63,"lowtide","PUERTOMADRYN"
"79",16,0.0662704528745997,0.0719185327763481,0.0604776417744826,"samples",36.337358687044,1.095,64,"lowtide","PUERTOMADRYN"
"80",17,0.0643667779186802,0.0696441874307013,0.0589087117089465,"samples",35.2935372448142,1.044,65,"lowtide","PUERTOMADRYN"
"81",18,0.0625401920212798,0.0682981966466837,0.0569219078940628,"samples",34.291985209971,1.002,66,"lowtide","PUERTOMADRYN"
"82",19,0.0607925134196688,0.06648633727033,0.0555350582534105,"samples",33.3336995568372,0.958,67,"lowtide","PUERTOMADRYN"
"83",20,0.0592628814874408,0.0643386825523738,0.0540978865783459,"samples",32.4949730690961,0.839,68,"lowtide","PUERTOMADRYN"
"84",21,0.0578586649285312,0.062923142993768,0.0526365665941595,"samples",31.7250142328114,0.77,68,"lowtide","PUERTOMADRYN"
"85",22,0.0564422844416512,0.0610412667607826,0.0515422992925137,"samples",30.9483856818269,0.777,69,"lowtide","PUERTOMADRYN"
"86",23,0.0552758054627104,0.0597792485412342,0.0503214896180478,"samples",30.3087829143782,0.64,70,"lowtide","PUERTOMADRYN"
"87",24,0.0540536470217855,0.058783687237923,0.0493137189759149,"samples",29.6386500314127,0.67,70,"lowtide","PUERTOMADRYN"
"88",25,0.0530190845051512,0.0577964706777223,0.0485246104089725,"samples",29.0713795870376,0.567,71,"lowtide","PUERTOMADRYN"
"89",26,0.0519239208635986,0.0564657613989458,0.0474400707851274,"samples",28.4708803850869,0.6,72,"lowtide","PUERTOMADRYN"
"90",27,0.0509971500684899,0.0556656775013092,0.0466430283356431,"samples",27.9627142063185,0.508,72,"lowtide","PUERTOMADRYN"
"91",28,0.0501057918085306,0.0546087108777501,0.0454483260033982,"samples",27.473965398881,0.489,73,"lowtide","PUERTOMADRYN"
"92",29,0.0491488819530087,0.053443404784025,0.0450027938931319,"samples",26.9492733959901,0.525,73,"lowtide","PUERTOMADRYN"
"93",30,0.0484130044416066,0.0529532730334864,0.0441124334468456,"samples",26.545777661139,0.403,73,"lowtide","PUERTOMADRYN"
