"","Country","Locality","Site","Strata","Echinolittorina lineolata","Lottia subrugosa","Fissurella rosea","Chthamalus bisinuatus","Amphiroa","Ceramiaceae","Isognomon bicolor","Lithophyllum","Mytilaster solisianus","Tetraclita stalactifera","Ulva lactuca","Willeella brachyclados","Chaetomorpha antennina","Sargassum vulgare","Spyridia filamentosa","Phragmatopoma caudata","Gelidium pusillum","Petaloconchus varians","Perna perna","Centroceras clavulatum","Asteronema breviarticulatum","Stramonita haemastoma","Cyanophyceae","Peyssonnelia","Colpomenia sinuosa","Bunodosoma caissarum","Eriphia gonagra","Echinometra lucunter","Jania","Laurencia obtusa"
"29","BRAZIL","ARRAIALDOCABO","ATALAIA","lowtide",1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"30","BRAZIL","ARRAIALDOCABO","ATALAIA","lowtide",1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"37","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"38","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"39","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","BRAZIL","ARRAIALDOCABO","ATALAIA","midtide",1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","BRAZIL","ARRAIALDOCABO","FORTALEZA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"62","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"63","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"64","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"65","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"66","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"67","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"68","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"69","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"70","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"71","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"72","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"73","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"74","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"75","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
"76","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
"77","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"78","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"79","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"80","BRAZIL","ARRAIALDOCABO","FORTALEZA","lowtide",0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"81","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"83","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"85","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"86","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"87","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"88","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"89","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"93","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"94","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"95","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"98","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","BRAZIL","ARRAIALDOCABO","FORTALEZA","midtide",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","BRAZIL","ARRAIALDOCABO","PRAINHA","hightide",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"122","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"123","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"124","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"125","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"126","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"127","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"128","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
"129","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"130","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"131","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"132","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1
"133","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"134","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"135","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"136","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"137","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"138","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"139","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
"140","BRAZIL","ARRAIALDOCABO","PRAINHA","lowtide",0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"141","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","BRAZIL","ARRAIALDOCABO","PRAINHA","midtide",1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
