occurrenceID,eventID,scientificName,scientificNameID,basisOfRecord,occurrenceStatus
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003-00026,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003,Cladophoropsis adhaerens,urn:lsid:marinespecies.org:taxname:503391,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003-00027,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003,Valonia,urn:lsid:marinespecies.org:taxname:144267,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003-00028,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003,Ceramium,urn:lsid:marinespecies.org:taxname:143834,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003-00029,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003,Amphiroa,urn:lsid:marinespecies.org:taxname:144003,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003-00030,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003-00031,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R003,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004-00032,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004,Hespererato scabriuscula,urn:lsid:marinespecies.org:taxname:594578,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004-00033,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004-00034,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004,Ceramium,urn:lsid:marinespecies.org:taxname:143834,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004-00035,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R004,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R005-00036,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R005,Fissurella virescens,urn:lsid:marinespecies.org:taxname:575126,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R005-00037,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R005,Siphonaria maura,urn:lsid:marinespecies.org:taxname:575365,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R005-00038,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R005,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006-00039,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006-00040,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006,Vasula melones,urn:lsid:marinespecies.org:taxname:714223,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006-00041,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006,Chiton stokesii,urn:lsid:marinespecies.org:taxname:386784,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006-00042,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006,Calcinus obscurus,urn:lsid:marinespecies.org:taxname:367450,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006-00043,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006,Amphiroa,urn:lsid:marinespecies.org:taxname:144003,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006-00044,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R006,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R007-00045,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R007,Vasula melones,urn:lsid:marinespecies.org:taxname:714223,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R007-00046,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R007,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R007-00047,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R007,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008-00048,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008-00049,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008,Vasula melones,urn:lsid:marinespecies.org:taxname:714223,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008-00050,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008-00051,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R008,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009-00052,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009,Fissurella virescens,urn:lsid:marinespecies.org:taxname:575126,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009-00053,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009-00054,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009,Siphonaria maura,urn:lsid:marinespecies.org:taxname:575365,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009-00055,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009,Calcinus obscurus,urn:lsid:marinespecies.org:taxname:367450,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009-00056,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009,Ceramium,urn:lsid:marinespecies.org:taxname:143834,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009-00057,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R009,Amphiroa,urn:lsid:marinespecies.org:taxname:144003,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R010-00058,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R010,Anthopleura,urn:lsid:marinespecies.org:taxname:100696,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R010-00059,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R010,Isognomon janus,urn:lsid:marinespecies.org:taxname:507054,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R010-00060,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_LOWTIDE_R010,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R001-00061,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R001,Fissurella virescens,urn:lsid:marinespecies.org:taxname:575126,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R001-00062,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R001,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R001-00063,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R001,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R002-00064,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R002,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003-00065,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003,Acanthais brevidentata,urn:lsid:marinespecies.org:taxname:395268,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003-00066,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003,Calcinus obscurus,urn:lsid:marinespecies.org:taxname:367450,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003-00067,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003-00068,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R003,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004-00069,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004-00070,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004,Tegula panamensis,urn:lsid:marinespecies.org:taxname:575634,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004-00071,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004,Calcinus obscurus,urn:lsid:marinespecies.org:taxname:367450,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004-00072,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004-00073,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R004,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R005-00074,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R005,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R005-00075,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R005,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R006-00076,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R006,Lottia mesoleuca,urn:lsid:marinespecies.org:taxname:456599,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R006-00077,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R006,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R006-00078,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R006,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007-00079,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007,Brachidontes playasensis,urn:lsid:marinespecies.org:taxname:505999,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007-00080,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007,Isognomon janus,urn:lsid:marinespecies.org:taxname:507054,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007-00081,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007,Calcinus obscurus,urn:lsid:marinespecies.org:taxname:367450,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007-00082,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R007,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R008-00083,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R008,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R008-00084,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R008,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R008-00085,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R008,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009-00086,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009-00087,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009,Vasula melones,urn:lsid:marinespecies.org:taxname:714223,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009-00088,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009-00089,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R009,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010-00090,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010,Nerita funiculata,urn:lsid:marinespecies.org:taxname:575247,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010-00091,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010,Calcinus obscurus,urn:lsid:marinespecies.org:taxname:367450,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010-00092,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010,Cladophoropsis adhaerens,urn:lsid:marinespecies.org:taxname:503391,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010-00093,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010,Lithophyllum,urn:lsid:marinespecies.org:taxname:144016,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010-00094,COLOMBIA_ISLAGORGONA_LAMANCORA_20181013_MIDTIDE_R010,Verrucaria,urn:lsid:marinespecies.org:taxname:147701,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001-00095,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001,Isognomon janus,urn:lsid:marinespecies.org:taxname:507054,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001-00096,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001,Echinolittorina conspersa,urn:lsid:marinespecies.org:taxname:446855,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001-00097,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001,Lottia mesoleuca,urn:lsid:marinespecies.org:taxname:456599,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001-00098,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001,Nerita scabricosta,urn:lsid:marinespecies.org:taxname:575248,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001-00099,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001,Chthamalus panamensis,urn:lsid:marinespecies.org:taxname:733191,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R002-00100,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R002,Nerita scabricosta,urn:lsid:marinespecies.org:taxname:575248,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R002-00101,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R002,Cladophoropsis adhaerens,urn:lsid:marinespecies.org:taxname:503391,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R003-00102,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R003,Nerita scabricosta,urn:lsid:marinespecies.org:taxname:575248,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R004-00103,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R004,Nerita scabricosta,urn:lsid:marinespecies.org:taxname:575248,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R005-00104,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R005,Nerita scabricosta,urn:lsid:marinespecies.org:taxname:575248,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R005-00105,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R005,Planaxis planicostatus,urn:lsid:marinespecies.org:taxname:575282,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R005-00106,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R005,Chthamalus panamensis,urn:lsid:marinespecies.org:taxname:733191,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R006-00107,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R006,Echinolittorina conspersa,urn:lsid:marinespecies.org:taxname:446855,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R006-00108,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R006,Nerita scabricosta,urn:lsid:marinespecies.org:taxname:575248,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R007-00109,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R007,Echinolittorina conspersa,urn:lsid:marinespecies.org:taxname:446855,HumanObservation,present
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R008-00110,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R008,Echinolittorina conspersa,urn:lsid:marinespecies.org:taxname:446855,HumanObservation,present
