"","samples","mean","upper","lower","rel","der","cum","Strata","locality","sv"
"26",27,0.0401351087129382,0.0426318750677178,0.0372548170857646,28.2059580598609,0.454,72,"hightide","BIDDEFORD","samples"
"27",28,0.0393695437066831,0.0417287276625093,0.0366203597549632,27.6679379784161,0.538,72,"hightide","BIDDEFORD","samples"
"28",29,0.0386521503576591,0.0416065990890592,0.0358353644218744,27.1637717418245,0.504,73,"hightide","BIDDEFORD","samples"
"29",30,0.0380314844192223,0.0404810735115377,0.0353736284630361,26.727583128161,0.436,73,"hightide","BIDDEFORD","samples"
"30",2,0.18196244232204,0.219214868464868,0.136142839068826,100,NA,NA,"midtide","BIDDEFORD","samples"
"31",3,0.155776716515843,0.177294241057431,0.137072179613694,85.609268884261,14.391,14,"midtide","BIDDEFORD","samples"
"32",4,0.134407948460271,0.152339473074471,0.117173249373867,73.8657641352129,11.744,26,"midtide","BIDDEFORD","samples"
"33",5,0.122146423253069,0.135706735520626,0.109199420284124,67.1272718118899,6.738,33,"midtide","BIDDEFORD","samples"
"34",6,0.111421152572074,0.122835023611827,0.100529726706374,61.233049606401,5.894,39,"midtide","BIDDEFORD","samples"
"35",7,0.102906392640899,0.11115198485515,0.0933886901320497,56.5536444376659,4.679,43,"midtide","BIDDEFORD","samples"
"36",8,0.0962119927899051,0.104142408159616,0.0879681202719274,52.8746435594812,3.679,47,"midtide","BIDDEFORD","samples"
"37",9,0.0908731888837562,0.0979691652727497,0.0829989677578232,49.940629354121,2.934,50,"midtide","BIDDEFORD","samples"
"38",10,0.0863601122889109,0.0924501575084162,0.0793503764876143,47.4604051181449,2.48,53,"midtide","BIDDEFORD","samples"
"39",11,0.0827352738573573,0.0894523022611868,0.076593832830868,45.468324562786,1.992,55,"midtide","BIDDEFORD","samples"
"40",12,0.0790484315975181,0.0845323166310709,0.0728194524801261,43.4421689381466,2.026,57,"midtide","BIDDEFORD","samples"
"41",13,0.0754785339242059,0.0805730778977194,0.0695279721643792,41.4802818433393,1.962,59,"midtide","BIDDEFORD","samples"
"42",14,0.0730999797363782,0.0783386013896645,0.0683415713524179,40.173114189688,1.307,60,"midtide","BIDDEFORD","samples"
"43",15,0.0704563627247696,0.0754124724512641,0.0653815764809571,38.7202775614953,1.453,61,"midtide","BIDDEFORD","samples"
"44",16,0.0684105951267705,0.0729162672003767,0.0629753975976523,37.5959974233015,1.124,62,"midtide","BIDDEFORD","samples"
"45",17,0.0663288715388413,0.0709057747370424,0.060798003289972,36.4519571689698,1.144,64,"midtide","BIDDEFORD","samples"
"46",18,0.0643390231152335,0.0686052942217455,0.0595148277193692,35.3584081935795,1.094,65,"midtide","BIDDEFORD","samples"
"47",19,0.0626925590813894,0.0669427225849499,0.0578814390366544,34.4535709025246,0.905,66,"midtide","BIDDEFORD","samples"
"48",20,0.0611047974535744,0.0657471843920162,0.0562876032432635,33.580994338068,0.873,66,"midtide","BIDDEFORD","samples"
"49",21,0.0597201547182545,0.0635252881319734,0.0557269279290892,32.8200445961046,0.761,67,"midtide","BIDDEFORD","samples"
"50",22,0.0583895489235509,0.061766365534766,0.0540086893112671,32.0887916091015,0.731,68,"midtide","BIDDEFORD","samples"
"51",23,0.0570723592331846,0.0609515319820929,0.0523391081738123,31.3649116294983,0.724,69,"midtide","BIDDEFORD","samples"
"52",24,0.0557898546264339,0.0594158266382465,0.0518645180616993,30.6600933217286,0.705,69,"midtide","BIDDEFORD","samples"
"53",25,0.0547360973262409,0.057923688123666,0.0509223251264897,30.0809862891201,0.579,70,"midtide","BIDDEFORD","samples"
"54",26,0.0537304643834223,0.0569117404849811,0.0494467192733627,29.5283266688239,0.553,70,"midtide","BIDDEFORD","samples"
"55",27,0.0526797399932032,0.0561254695387543,0.0490753463762791,28.9508864142249,0.577,71,"midtide","BIDDEFORD","samples"
"56",28,0.0517473282246391,0.0551729750667244,0.0479785864090204,28.4384665122574,0.512,72,"midtide","BIDDEFORD","samples"
"57",29,0.0507872312560358,0.0539187979131846,0.0473007904515482,27.91083182218,0.528,72,"midtide","BIDDEFORD","samples"
"58",30,0.0499706215115256,0.0528522190959382,0.0463744733841754,27.4620525388898,0.449,73,"midtide","BIDDEFORD","samples"
