"","samples","mean","upper","lower","rel","der","cum","Strata","locality","sv"
"25",26,0.0615036645942335,0.0674044331010608,0.0551370203761378,30.5863987199134,0.466,69,"hightide","PUNTAARENAS","samples"
"26",27,0.0601307499963949,0.0656505037193897,0.054924325059428,29.9036343094523,0.683,70,"hightide","PUNTAARENAS","samples"
"27",28,0.0591702739678267,0.0643459685005422,0.0532427241818917,29.4259797995215,0.478,71,"hightide","PUNTAARENAS","samples"
"28",29,0.0580784414965817,0.0633645534118776,0.0530988642026253,28.8830003929907,0.543,71,"hightide","PUNTAARENAS","samples"
"29",30,0.0571926920222634,0.0622146659627886,0.0522930668726675,28.4425081594597,0.44,72,"hightide","PUNTAARENAS","samples"
"30",2,0.212645094564019,0.277549728049728,0.158762805821629,100,NA,NA,"midtide","PUNTAARENAS","samples"
"31",3,0.178498529601173,0.211705686609723,0.150297155026307,83.9419926272669,16.058,16,"midtide","PUNTAARENAS","samples"
"32",4,0.15783751242922,0.17688321155729,0.13739452118548,74.2257952165933,9.716,26,"midtide","PUNTAARENAS","samples"
"33",5,0.140383566439557,0.156225718129954,0.124939660351677,66.0177779917201,8.208,34,"midtide","PUNTAARENAS","samples"
"34",6,0.12784440797239,0.142200472570693,0.111037946370412,60.1210238282273,5.897,40,"midtide","PUNTAARENAS","samples"
"35",7,0.120023112123023,0.130501138530111,0.107379672878988,56.4429254148109,3.678,44,"midtide","PUNTAARENAS","samples"
"36",8,0.112379582236655,0.124384763502128,0.102204464754728,52.8484244920222,3.595,47,"midtide","PUNTAARENAS","samples"
"37",9,0.105568331662529,0.116750191333304,0.0962405256852068,49.6453171792999,3.203,50,"midtide","PUNTAARENAS","samples"
"38",10,0.100394753020851,0.109379584273835,0.0906536336933704,47.2123531589984,2.433,53,"midtide","PUNTAARENAS","samples"
"39",11,0.0959554147473286,0.105332071529594,0.0847599126827478,45.1246782551292,2.088,55,"midtide","PUNTAARENAS","samples"
"40",12,0.0916435059869392,0.0998595899237933,0.0829774135998937,43.0969292636794,2.028,57,"midtide","PUNTAARENAS","samples"
"41",13,0.0881824304079132,0.0958897801085546,0.0793848300146666,41.4692991572232,1.628,59,"midtide","PUNTAARENAS","samples"
"42",14,0.0849393543710737,0.0923980584770965,0.0782933629432527,39.9441870715254,1.525,60,"midtide","PUNTAARENAS","samples"
"43",15,0.0818972378122315,0.0904051248815065,0.0748966885093559,38.5135796243706,1.431,61,"midtide","PUNTAARENAS","samples"
"44",16,0.0794889534062422,0.0867085665815877,0.0720338416961178,37.3810426096198,1.133,63,"midtide","PUNTAARENAS","samples"
"45",17,0.0768954526857205,0.083287447807327,0.0711472634724852,36.1614044487494,1.22,64,"midtide","PUNTAARENAS","samples"
"46",18,0.0747666002946422,0.0812762940673118,0.0676175340541491,35.1602751278765,1.001,65,"midtide","PUNTAARENAS","samples"
"47",19,0.0729981213139259,0.0803508611017084,0.0664218965665897,34.3286175792544,0.832,66,"midtide","PUNTAARENAS","samples"
"48",20,0.071192292240867,0.0787179313694269,0.0659943633868786,33.4793955096076,0.849,67,"midtide","PUNTAARENAS","samples"
"49",21,0.0695547339319421,0.0751108840553774,0.0636537661375908,32.7093056505952,0.77,67,"midtide","PUNTAARENAS","samples"
"50",22,0.0677420661109645,0.0740025986064467,0.0625705989077041,31.8568675425382,0.852,68,"midtide","PUNTAARENAS","samples"
"51",23,0.0663975839125125,0.0723824722020862,0.0611381268522819,31.2246017471722,0.632,69,"midtide","PUNTAARENAS","samples"
"52",24,0.0648696127802167,0.0709703306747871,0.0591184582587039,30.506047136059,0.719,69,"midtide","PUNTAARENAS","samples"
"53",25,0.0635811115272869,0.0695635126176035,0.0589020969571137,29.9001073397182,0.606,70,"midtide","PUNTAARENAS","samples"
"54",26,0.0624524304033673,0.0684377459077666,0.0572877778933018,29.3693256980191,0.531,71,"midtide","PUNTAARENAS","samples"
"55",27,0.0612196252015985,0.0665781196024761,0.0564261507659082,28.7895779242478,0.58,71,"midtide","PUNTAARENAS","samples"
"56",28,0.0600519025378749,0.065443801938137,0.0547947433396135,28.2404363293675,0.549,72,"midtide","PUNTAARENAS","samples"
"57",29,0.059121623372742,0.063945661872527,0.0544656454404427,27.8029566089722,0.437,72,"midtide","PUNTAARENAS","samples"
"58",30,0.0581065330229428,0.0628515286919015,0.0530676955683522,27.3255929755056,0.477,73,"midtide","PUNTAARENAS","samples"
"59",2,0.229806325455665,0.274527203393012,0.189856683113069,100,NA,NA,"lowtide","PUNTAARENAS","samples"
"60",3,0.192794477368819,0.218772645182228,0.164358685593641,83.894330143673,16.106,16,"lowtide","PUNTAARENAS","samples"
"61",4,0.168601151107607,0.191658008926978,0.144467033424565,73.3666276475642,10.528,27,"lowtide","PUNTAARENAS","samples"
"62",5,0.149491217994098,0.166611716634139,0.134731629787238,65.0509587574159,8.316,35,"lowtide","PUNTAARENAS","samples"
"63",6,0.136965223437104,0.150006413711295,0.124051847885512,59.6002843548917,5.451,40,"lowtide","PUNTAARENAS","samples"
"64",7,0.127921271270218,0.137998744894499,0.115587538706822,55.6648173267523,3.935,44,"lowtide","PUNTAARENAS","samples"
"65",8,0.119520551575098,0.129569428312148,0.110729887305136,52.0092522858586,3.656,48,"lowtide","PUNTAARENAS","samples"
"66",9,0.112973104678197,0.121009620976751,0.103842476619478,49.160137108581,2.849,51,"lowtide","PUNTAARENAS","samples"
"67",10,0.10715523328939,0.116247588086959,0.0987868494634998,46.6284960072008,2.532,53,"lowtide","PUNTAARENAS","samples"
"68",11,0.102065479797334,0.112609094125945,0.094155346899773,44.4136947035536,2.215,56,"lowtide","PUNTAARENAS","samples"
"69",12,0.0975951038846646,0.104329245728711,0.0892968651362257,42.4684149538316,1.945,58,"lowtide","PUNTAARENAS","samples"
"70",13,0.0939935551816137,0.100487405961197,0.0873981720149191,40.9012045230876,1.567,59,"lowtide","PUNTAARENAS","samples"
"71",14,0.0906097710738168,0.098089448400334,0.0835926813052497,39.4287541451062,1.472,61,"lowtide","PUNTAARENAS","samples"
"72",15,0.0875196810452614,0.0937479486741415,0.0802111167123736,38.0841044613222,1.345,62,"lowtide","PUNTAARENAS","samples"
"73",16,0.0848471805941918,0.0906300289729124,0.0787213169433195,36.921168477828,1.163,63,"lowtide","PUNTAARENAS","samples"
"74",17,0.0822780374049113,0.0887805738901517,0.075650031937264,35.8032083067203,1.118,64,"lowtide","PUNTAARENAS","samples"
"75",18,0.0799482251311906,0.086627860017067,0.0741765584297739,34.7893927517737,1.014,65,"lowtide","PUNTAARENAS","samples"
"76",19,0.0779433852283099,0.0831925394698969,0.072442409787635,33.9169886093266,0.872,66,"lowtide","PUNTAARENAS","samples"
"77",20,0.0759006148280164,0.0821831035581279,0.0695607790944469,33.0280790476585,0.889,67,"lowtide","PUNTAARENAS","samples"
"78",21,0.0740211080052408,0.0804124362737038,0.0673392289525154,32.2102134736588,0.818,68,"lowtide","PUNTAARENAS","samples"
"79",22,0.0723960546054053,0.0773779019405789,0.0671232397560569,31.5030730602636,0.707,68,"lowtide","PUNTAARENAS","samples"
"80",23,0.0707655973113417,0.074943973316176,0.0655211383794172,30.7935811475277,0.709,69,"lowtide","PUNTAARENAS","samples"
"81",24,0.0691497548558029,0.0738747881229923,0.0640174116694764,30.0904488676242,0.703,70,"lowtide","PUNTAARENAS","samples"
"82",25,0.0679056497588022,0.0728662370271991,0.0626843167758509,29.5490777393344,0.541,70,"lowtide","PUNTAARENAS","samples"
"83",26,0.0664448932345319,0.0712719769215742,0.061266538204881,28.9134309522523,0.636,71,"lowtide","PUNTAARENAS","samples"
"84",27,0.0653437879698549,0.0699048045025309,0.0602708996058932,28.4342860625311,0.479,72,"lowtide","PUNTAARENAS","samples"
"85",28,0.0641534288323294,0.0692228838574329,0.0594522718385286,27.9163024364645,0.518,72,"lowtide","PUNTAARENAS","samples"
"86",29,0.0629325859480828,0.0675113444718053,0.058574018751975,27.3850538375298,0.531,73,"lowtide","PUNTAARENAS","samples"
"87",30,0.0620552449056639,0.0663746371755717,0.0568028823062245,27.0032797324527,0.382,73,"lowtide","PUNTAARENAS","samples"
