"","samples","mean","upper","lower","rel","der","cum","Strata","locality","sv"
"44",16,0.0989752983870956,0.104626816022695,0.0925430526318334,36.040208740183,1.207,64,"midtide","VINADELMAR","samples"
"45",17,0.095918173878946,0.102030848091175,0.0895138162938373,34.9270076969537,1.113,65,"midtide","VINADELMAR","samples"
"46",18,0.093150922302758,0.0986913944256816,0.0875215050828458,33.9193590607015,1.008,66,"midtide","VINADELMAR","samples"
"47",19,0.0907762255564474,0.0967759790652453,0.0849959045799398,33.0546527367363,0.865,67,"midtide","VINADELMAR","samples"
"48",20,0.0884665429841024,0.0944831041381201,0.0837613339707619,32.2136202428981,0.841,68,"midtide","VINADELMAR","samples"
"49",21,0.0865850392161228,0.0920104781972821,0.0811451989853277,31.5285019391551,0.685,68,"midtide","VINADELMAR","samples"
"50",22,0.0844831806067804,0.0908620796961821,0.0791431885707958,30.7631450848945,0.765,69,"midtide","VINADELMAR","samples"
"51",23,0.0828006665590732,0.0877106685479256,0.0779686727398502,30.1504855781709,0.613,70,"midtide","VINADELMAR","samples"
"52",24,0.0808033512991569,0.0859553057627082,0.0764686840876182,29.4231964458279,0.727,71,"midtide","VINADELMAR","samples"
"53",25,0.0791377547196384,0.0836349965997552,0.0742390223285347,28.8166971537722,0.606,71,"midtide","VINADELMAR","samples"
"54",26,0.0777141062325213,0.0825046241072073,0.0731606473978908,28.2982992354585,0.518,72,"midtide","VINADELMAR","samples"
"55",27,0.0761443121521393,0.0809812487678372,0.0712819861840116,27.7266848300661,0.572,72,"midtide","VINADELMAR","samples"
"56",28,0.0748488188771332,0.0796855001802519,0.0705802897458746,27.2549525007518,0.472,73,"midtide","VINADELMAR","samples"
"57",29,0.0735290512195099,0.0784253365885751,0.0689967057754568,26.7743810587415,0.481,73,"midtide","VINADELMAR","samples"
"58",30,0.0722308405422754,0.0764984390716272,0.0681231290210339,26.3016592326018,0.473,74,"midtide","VINADELMAR","samples"
"59",2,0.280519526413673,0.316699874753486,0.240188958805929,100,NA,NA,"lowtide","VINADELMAR","samples"
"60",3,0.232310631094497,0.248644665790825,0.211533700825739,82.8144243876686,17.186,17,"lowtide","VINADELMAR","samples"
"61",4,0.202717066112059,0.213266383128311,0.189685186892028,72.2648682263633,10.55,28,"lowtide","VINADELMAR","samples"
"62",5,0.180783861074651,0.192824045931648,0.169782667366422,64.446088080177,7.819,36,"lowtide","VINADELMAR","samples"
"63",6,0.165092600036721,0.172457233559047,0.155371690720128,58.8524450142073,5.594,41,"lowtide","VINADELMAR","samples"
"64",7,0.152598326210068,0.160627358134757,0.145046502924646,54.3984684991364,4.454,46,"lowtide","VINADELMAR","samples"
"65",8,0.143621699907268,0.150855357175293,0.135878651507131,51.1984679795424,3.2,49,"lowtide","VINADELMAR","samples"
"66",9,0.135387864789808,0.142134138341059,0.129337140938728,48.263258718809,2.935,52,"lowtide","VINADELMAR","samples"
"67",10,0.128343978608382,0.133586455121973,0.120613659697786,45.7522441482798,2.511,54,"lowtide","VINADELMAR","samples"
"68",11,0.122285939668779,0.127860807661724,0.116538192459622,43.592665805534,2.16,56,"lowtide","VINADELMAR","samples"
"69",12,0.117223944775285,0.121874951109559,0.111312544589178,41.7881586618749,1.805,58,"lowtide","VINADELMAR","samples"
"70",13,0.1124707862744,0.116880967770221,0.107478267049965,40.0937459549761,1.694,60,"lowtide","VINADELMAR","samples"
"71",14,0.108446819188888,0.113118461353082,0.103957457736884,38.6592764415856,1.434,61,"lowtide","VINADELMAR","samples"
"72",15,0.104976141549783,0.108537569704387,0.100972398854999,37.4220443374691,1.237,63,"lowtide","VINADELMAR","samples"
"73",16,0.101517409426038,0.105917085038069,0.0974671016953822,36.1890705876687,1.233,64,"lowtide","VINADELMAR","samples"
"74",17,0.098517318556384,0.102628348840474,0.0944567577213241,35.1195939248464,1.069,65,"lowtide","VINADELMAR","samples"
"75",18,0.0956229493725759,0.0990559619233082,0.0916390710537436,34.0878050790532,1.032,66,"lowtide","VINADELMAR","samples"
"76",19,0.0930999951826272,0.0968636185959908,0.0892273222161093,33.1884187788538,0.899,67,"lowtide","VINADELMAR","samples"
"77",20,0.0906723408393236,0.0941724763951699,0.0867323486295592,32.3230051036134,0.865,68,"lowtide","VINADELMAR","samples"
"78",21,0.0885864812807416,0.0920204330429826,0.0848346780222186,31.5794349196591,0.744,68,"lowtide","VINADELMAR","samples"
"79",22,0.0865774065175999,0.0902040159980775,0.0827619935522463,30.8632370888603,0.716,69,"lowtide","VINADELMAR","samples"
"80",23,0.0847196760909955,0.0879325954341073,0.0816575231674279,30.2009907025375,0.662,70,"lowtide","VINADELMAR","samples"
"81",24,0.0829563797747354,0.0861314222357712,0.0802471270388514,29.5724083222651,0.629,70,"lowtide","VINADELMAR","samples"
"82",25,0.0812454059882102,0.0841867789834246,0.0780158709334808,28.9624779518558,0.61,71,"lowtide","VINADELMAR","samples"
"83",26,0.0796309174548694,0.0825856601969265,0.0768187593759027,28.3869427818156,0.576,72,"lowtide","VINADELMAR","samples"
"84",27,0.0781672449494331,0.0813620826188281,0.0750900236830808,27.8651707240381,0.522,72,"lowtide","VINADELMAR","samples"
"85",28,0.0766972437337615,0.0794739297258402,0.0737103450251889,27.3411425986292,0.524,73,"lowtide","VINADELMAR","samples"
"86",29,0.0754281983944525,0.0781900525861279,0.072573650195136,26.8887515100183,0.452,73,"lowtide","VINADELMAR","samples"
"87",30,0.0740848816141122,0.0768774020882838,0.0713106804203011,26.4098840324084,0.479,74,"lowtide","VINADELMAR","samples"
