"","X","samples","mean","upper","lower","sv","rel","der","Strata","locality"
"30",68,2,0.107329877524689,0.113152944117541,0.101151716989518,"samples",100,16.93,"midtide","Antartica"
"31",69,3,0.0891588746465597,0.0931118497994054,0.0840553913346208,"samples",83.069949116499,10.852,"midtide","Antartica"
"32",70,4,0.0775114156755438,0.08047935526298,0.0738121400074599,"samples",72.2179298655344,7.431,"midtide","Antartica"
"33",71,5,0.0695359274377658,0.0724714553851651,0.0668323104322063,"samples",64.7871115121422,5.432,"midtide","Antartica"
"34",72,6,0.0637062364944427,0.0661990951387484,0.0612576942164721,"samples",59.3555475545832,4.712,"midtide","Antartica"
"35",73,7,0.0586483490536595,0.0609709934115433,0.0562328582941471,"samples",54.643078335917,3.422,"midtide","Antartica"
"36",74,8,0.0549757061216296,0.0568995089998664,0.0529974094655887,"samples",51.2212511460135,2.754,"midtide","Antartica"
"37",75,9,0.0520194228744366,0.0536977170299774,0.0496737971454572,"samples",48.4668613010117,2.55,"midtide","Antartica"
"38",76,10,0.0492824005855237,0.0510781722537984,0.0472532860552049,"samples",45.9167584293454,2.041,"midtide","Antartica"
"39",77,11,0.0470917866157089,0.048766686128223,0.0451722204476353,"samples",43.8757480226105,1.963,"midtide","Antartica"
"40",78,12,0.0449849769946744,0.0466143036253973,0.0430518283457884,"samples",41.9128187156709,1.553,"midtide","Antartica"
"41",79,13,0.0433179467109574,0.0448674181385767,0.0414900558612946,"samples",40.3596349031453,1.486,"midtide","Antartica"
"42",80,14,0.0417234409997328,0.0433169866847837,0.0399301837828306,"samples",38.8740227436999,1.387,"midtide","Antartica"
"43",81,15,0.0402343680996374,0.0416583987255738,0.0385703549291331,"samples",37.4866430741825,1.168,"midtide","Antartica"
"44",82,16,0.0389807923974486,0.0403836180056832,0.0371546523510156,"samples",36.3186777963871,1.055,"midtide","Antartica"
"45",83,17,0.0378487710266979,0.039248261016464,0.0363030721924694,"samples",35.2639655421126,0.911,"midtide","Antartica"
"46",84,18,0.0368705662365329,0.038200010416401,0.0352060061502283,"samples",34.352565275267,0.986,"midtide","Antartica"
"47",85,19,0.0358126083509684,0.0371633589754242,0.034233918180602,"samples",33.3668584898278,0.835,"midtide","Antartica"
"48",86,20,0.0349164443846397,0.0362961549162269,0.0335614865149923,"samples",32.531896234213,0.777,"midtide","Antartica"
"49",87,21,0.0340825392990171,0.0353685254134932,0.032727416101665,"samples",31.754941014609,0.699,"midtide","Antartica"
"50",88,22,0.0333320851044226,0.0346398904547508,0.0319240777379579,"samples",31.0557375757326,0.719,"midtide","Antartica"
"51",89,23,0.0325604739010694,0.0338040035380263,0.0312860276837655,"samples",30.3368220033416,0.637,"midtide","Antartica"
"52",90,24,0.0318771594535235,0.0329896237221565,0.0305853222107148,"samples",29.7001731378952,0.615,"midtide","Antartica"
"53",91,25,0.031216853140828,0.0321368472195039,0.0299529278697255,"samples",29.084961113132,0.538,"midtide","Antartica"
"54",92,26,0.0306389474217347,0.0317879767611722,0.0294000333350697,"samples",28.5465222996149,0.494,"midtide","Antartica"
"55",93,27,0.0301085729532519,0.0312630601637665,0.0288684076190121,"samples",28.052368685808,0.536,"midtide","Antartica"
"56",94,28,0.0295333024976891,0.0305910961174891,0.0282901029233998,"samples",27.5163851658133,0.569,"midtide","Antartica"
"57",95,29,0.0289226850957552,0.0300024864415324,0.0277362775688827,"samples",26.9474686478629,0.366,"midtide","Antartica"
"58",96,30,0.0285296217342592,0.0294580510325804,0.0273722132622277,"samples",26.5812487559176,NA,"midtide","Antartica"
"59",116,2,0.247320949796044,0.253866723004649,0.241428194055995,"samples",100,18.435,"lowtide","Antartica"
"60",117,3,0.201726921060004,0.206654552627034,0.197012410983005,"samples",81.5648335599391,10.779,"lowtide","Antartica"
"61",118,4,0.175067826319122,0.179042655743875,0.171866976595096,"samples",70.7856841337112,7.335,"lowtide","Antartica"
"62",119,5,0.156927330422696,0.159505354645282,0.15360341255284,"samples",63.4508845902897,5.563,"lowtide","Antartica"
"63",120,6,0.143168519951157,0.146408843287,0.139399188500225,"samples",57.8877446771988,4.266,"lowtide","Antartica"
"64",121,7,0.132618029526596,0.135231747799228,0.129354306058266,"samples",53.6218341535405,3.463,"lowtide","Antartica"
"65",122,8,0.124053043176211,0.126720837308069,0.121063906596428,"samples",50.1587282753493,2.925,"lowtide","Antartica"
"66",123,9,0.116819955146828,0.119371772562231,0.114069949250984,"samples",47.2341527246941,2.356,"lowtide","Antartica"
"67",124,10,0.110991867418997,0.113263947906508,0.108805173320647,"samples",44.8776650382946,2.123,"lowtide","Antartica"
"68",125,11,0.105742279988364,0.107881072353077,0.103629781950801,"samples",42.7550840620519,1.794,"lowtide","Antartica"
"69",126,12,0.101305006797913,0.103309766660236,0.0988721456811133,"samples",40.960948468561,1.57,"lowtide","Antartica"
"70",127,13,0.0974230793770539,0.0994939913275939,0.0950889495338886,"samples",39.3913574476384,1.48,"lowtide","Antartica"
"71",128,14,0.0937635570993339,0.0956014495445777,0.0919374560423342,"samples",37.9116921460382,1.283,"lowtide","Antartica"
"72",129,15,0.0905908884112178,0.0925259897248798,0.0883937226290193,"samples",36.6288777743756,1.187,"lowtide","Antartica"
"73",130,16,0.0876563695618096,0.0891615082876409,0.0855541953072641,"samples",35.4423552206542,1.031,"lowtide","Antartica"
"74",131,17,0.0851069327830019,0.0868757702498549,0.0832613320533434,"samples",34.4115340221628,0.964,"lowtide","Antartica"
"75",132,18,0.0827225106054263,0.084165984813923,0.0809213169368444,"samples",33.4474336580239,0.897,"lowtide","Antartica"
"76",133,19,0.0805030702660819,0.0820995549280263,0.0787041233518854,"samples",32.5500408810777,0.818,"lowtide","Antartica"
"77",134,20,0.0784800563075339,0.0799674321424546,0.0766573421360515,"samples",31.7320697548078,0.746,"lowtide","Antartica"
"78",135,21,0.0766348418705288,0.0781972698246928,0.0749356134284935,"samples",30.9859888269581,0.743,"lowtide","Antartica"
"79",136,22,0.0747963244254315,0.0761751873400453,0.0729799080420504,"samples",30.2426157133527,0.66,"lowtide","Antartica"
"80",137,23,0.0731631862150612,0.0746802690637245,0.0714973226509585,"samples",29.5822841839303,0.628,"lowtide","Antartica"
"81",138,24,0.0716095284433498,0.0730598274754495,0.0700242031073651,"samples",28.9540892117726,0.556,"lowtide","Antartica"
"82",139,25,0.0702342244750424,0.0716260722046273,0.0686537845113979,"samples",28.3980085524343,0.589,"lowtide","Antartica"
"83",140,26,0.0687768691322791,0.0701054998315397,0.0671297787001849,"samples",27.8087518218722,0.499,"lowtide","Antartica"
"84",141,27,0.0675435244532262,0.068898365105654,0.0658419874803826,"samples",27.3100699754415,0.484,"lowtide","Antartica"
"85",142,28,0.0663466345402049,0.0677952043191372,0.0648908626361739,"samples",26.8261279907418,0.485,"lowtide","Antartica"
"86",143,29,0.0651479863470599,0.0664563342300978,0.063635190320445,"samples",26.3414750755183,0.435,"lowtide","Antartica"
"87",144,30,0.0640733705591833,0.0653734711307392,0.0626102787546431,"samples",25.9069725439847,NA,"lowtide","Antartica"
"88",20,2,0.169229324399768,0.17540018972863,0.161706200191152,"samples",100,18.137,"hightide","APA Costa das Algas"
"89",21,3,0.138535999188969,0.146076565605217,0.131025577733313,"samples",81.8628802545514,10.334,"hightide","APA Costa das Algas"
"90",22,4,0.121047150628164,0.127265462830722,0.114680518223653,"samples",71.5284724190094,7.326,"hightide","APA Costa das Algas"
"91",23,5,0.108649210694056,0.113819885146501,0.102490605243918,"samples",64.2023544556586,5.723,"hightide","APA Costa das Algas"
"92",24,6,0.0989645106401406,0.103553830333556,0.0940867048188629,"samples",58.4795282916559,4.283,"hightide","APA Costa das Algas"
"93",25,7,0.0917165735163183,0.0961280060619545,0.0877353507424342,"samples",54.1966197889305,3.498,"hightide","APA Costa das Algas"
"94",26,8,0.0857969321074215,0.0902714680403791,0.0820850782340261,"samples",50.6986200008366,2.918,"hightide","APA Costa das Algas"
"95",27,9,0.0808592777995541,0.0852053241065951,0.0771322625967147,"samples",47.7808902720318,2.455,"hightide","APA Costa das Algas"
"96",28,10,0.0767045352757619,0.0807851945929946,0.0734201126750337,"samples",45.3257941836155,2.116,"hightide","APA Costa das Algas"
"97",29,11,0.0731234090365942,0.0768555127395779,0.0698408257184432,"samples",43.2096560663775,1.875,"hightide","APA Costa das Algas"
"98",30,12,0.0699511123108096,0.0734184699619851,0.0666535457428949,"samples",41.3351010877789,1.521,"hightide","APA Costa das Algas"
"99",31,13,0.0673774271082293,0.0704788230456014,0.064571189085547,"samples",39.8142741201663,1.503,"hightide","APA Costa das Algas"
"100",32,14,0.0648345832092604,0.0681179615921973,0.0619354744165821,"samples",38.3116717148279,1.366,"hightide","APA Costa das Algas"
"101",33,15,0.0625227876748458,0.0657048980780547,0.0595464147111896,"samples",36.9455990541858,1.09,"hightide","APA Costa das Algas"
"102",34,16,0.0606777325964072,0.0640060954484566,0.0579483905718244,"samples",35.8553299267856,1.074,"hightide","APA Costa das Algas"
"103",35,17,0.058861022681214,0.0616120575939899,0.0564010041058459,"samples",34.7818103570321,0.964,"hightide","APA Costa das Algas"
"104",36,18,0.0572288467137485,0.0601668779304966,0.0547839272617282,"samples",33.8173345055479,0.878,"hightide","APA Costa das Algas"
"105",37,19,0.0557438546551427,0.058347789339397,0.0530826308094139,"samples",32.9398317063889,0.86,"hightide","APA Costa das Algas"
"106",38,20,0.0542881519632119,0.0571462059836316,0.0517844833276213,"samples",32.0796364080304,0.719,"hightide","APA Costa das Algas"
"107",39,21,0.0530717480156012,0.055898687686528,0.0506243589839087,"samples",31.3608461203984,0.742,"hightide","APA Costa das Algas"
"108",40,22,0.0518162107808763,0.0543557402164931,0.0493853260584256,"samples",30.6189314202257,0.755,"hightide","APA Costa das Algas"
"109",41,23,0.0505382918295407,0.052995992841264,0.0482974467709588,"samples",29.8637910473215,0.574,"hightide","APA Costa das Algas"
"110",42,24,0.0495674231655214,0.052063842923636,0.0469536470161784,"samples",29.2900910296308,0.573,"hightide","APA Costa das Algas"
"111",43,25,0.0485971319896806,0.0509098672648356,0.0461837225281519,"samples",28.7167322578682,0.532,"hightide","APA Costa das Algas"
"112",44,26,0.0476970137027742,0.0501230463428858,0.0453450409813695,"samples",28.1848396381352,0.56,"hightide","APA Costa das Algas"
"113",45,27,0.0467492798270427,0.0491044848266906,0.0447164172699684,"samples",27.6248102938752,0.531,"hightide","APA Costa das Algas"
"114",46,28,0.0458511259021546,0.0480635661729559,0.0436507982212097,"samples",27.0940784434269,0.428,"hightide","APA Costa das Algas"
"115",47,29,0.0451261757975964,0.0472640851049426,0.0430399531092708,"samples",26.6656951788068,0.432,"hightide","APA Costa das Algas"
"116",48,30,0.0443948079141694,0.0465712909069385,0.0424728508716493,"samples",26.233519557932,NA,"hightide","APA Costa das Algas"
"117",68,2,0.190075360682132,0.194666146744935,0.183949650785583,"samples",100,18.19,"midtide","APA Costa das Algas"
"118",69,3,0.155501148336179,0.159333533908682,0.151326527637135,"samples",81.8102608239834,10.818,"midtide","APA Costa das Algas"
"119",70,4,0.134939119684482,0.138977263770687,0.131009801357623,"samples",70.9924312126622,7.538,"midtide","APA Costa das Algas"
"120",71,5,0.120611985308936,0.124073573249784,0.117081715325239,"samples",63.4548238530711,5.446,"midtide","APA Costa das Algas"
"121",72,6,0.110259908233056,0.113124685100551,0.107032254233693,"samples",58.0085224288734,4.388,"midtide","APA Costa das Algas"
"122",73,7,0.101919179067809,0.104824258467724,0.0991958960182691,"samples",53.6204054549979,3.348,"midtide","APA Costa das Algas"
"123",74,8,0.0955547309925538,0.0978636266094936,0.0929494782117464,"samples",50.2720240275396,2.828,"midtide","APA Costa das Algas"
"124",75,9,0.0901802052925511,0.0926454749792894,0.0877848546913663,"samples",47.4444478068685,2.501,"midtide","APA Costa das Algas"
"125",76,10,0.0854267491112782,0.0877267269408945,0.0832544697082021,"samples",44.9436206800837,2.083,"midtide","APA Costa das Algas"
"126",77,11,0.0814679853011583,0.0835032624419303,0.0792462183306829,"samples",42.8608868654994,1.783,"midtide","APA Costa das Algas"
"127",78,12,0.0780780079852027,0.0804559507278221,0.0756996790149775,"samples",41.0773956734849,1.62,"midtide","APA Costa das Algas"
"128",79,13,0.074999721549051,0.0770527248280851,0.0730617431972414,"samples",39.4578872716044,1.408,"midtide","APA Costa das Algas"
"129",80,14,0.072323735116741,0.0744946666997786,0.0702796073794418,"samples",38.0500317648693,1.323,"midtide","APA Costa das Algas"
"130",81,15,0.0698082944536883,0.0717158939613419,0.0680390675226079,"samples",36.7266405299268,1.148,"midtide","APA Costa das Algas"
"131",82,16,0.0676265748066767,0.0695724025910876,0.0658773417190888,"samples",35.5788222965787,1.04,"midtide","APA Costa das Algas"
"132",83,17,0.0656498131004507,0.0674106020313157,0.0638952369161218,"samples",34.5388338945408,0.978,"midtide","APA Costa das Algas"
"133",84,18,0.0637902436882487,0.0654032054937997,0.0621645801412176,"samples",33.5605011924333,0.896,"midtide","APA Costa das Algas"
"134",85,19,0.0620869196408376,0.0638096962532318,0.0603930085090658,"samples",32.6643702887232,0.824,"midtide","APA Costa das Algas"
"135",86,20,0.060520695551642,0.0621870502702197,0.0589769926811511,"samples",31.8403686487553,0.795,"midtide","APA Costa das Algas"
"136",87,21,0.0590099277693607,0.0605676503320653,0.0574860733368489,"samples",31.0455429665314,0.69,"midtide","APA Costa das Algas"
"137",88,22,0.0576976447131129,0.0591787934880748,0.0562843901300108,"samples",30.3551415112674,0.696,"midtide","APA Costa das Algas"
"138",89,23,0.0563744339801089,0.0578654296282458,0.0548936311649021,"samples",29.6589909274908,0.611,"midtide","APA Costa das Algas"
"139",90,24,0.0552126776689886,0.0567018913194329,0.0537603006161243,"samples",29.0477826641204,0.569,"midtide","APA Costa das Algas"
"140",91,25,0.054131501871177,0.0555234825207135,0.0528059742862222,"samples",28.4789683822843,0.56,"midtide","APA Costa das Algas"
"141",92,26,0.0530666200852991,0.0543782992203975,0.0517364267613113,"samples",27.9187264960891,0.548,"midtide","APA Costa das Algas"
"142",93,27,0.0520243642196912,0.0534709852379673,0.0506906199119995,"samples",27.3703882675741,0.471,"midtide","APA Costa das Algas"
"143",94,28,0.0511295825419413,0.0524756994263685,0.0497508122986244,"samples",26.8996372588485,0.461,"midtide","APA Costa das Algas"
"144",95,29,0.0502536930794537,0.0515322864009787,0.0488340254907562,"samples",26.4388255790262,0.456,"midtide","APA Costa das Algas"
"145",96,30,0.0493878232396858,0.050774684413889,0.048123383112447,"samples",25.9832852940253,NA,"midtide","APA Costa das Algas"
"146",116,2,0.217072449545778,0.221140929955312,0.212760943671233,"samples",100,18.091,"lowtide","APA Costa das Algas"
"147",117,3,0.17780107279235,0.181180320480126,0.174702341697752,"samples",81.9086315027065,11.025,"lowtide","APA Costa das Algas"
"148",118,4,0.153869133130721,0.156860097407116,0.150799336805098,"samples",70.8837687383591,7.459,"lowtide","APA Costa das Algas"
"149",119,5,0.137677453755295,0.140461269203697,0.135380677061833,"samples",63.4246557052188,5.497,"lowtide","APA Costa das Algas"
"150",120,6,0.125744506433575,0.127816012116446,0.123676461894139,"samples",57.9274369901357,4.249,"lowtide","APA Costa das Algas"
"151",121,7,0.116520321534559,0.118488731110774,0.114394478130395,"samples",53.6780792672567,3.49,"lowtide","APA Costa das Algas"
"152",122,8,0.108943416295282,0.110597169934218,0.107301330283793,"samples",50.1875832346506,2.912,"lowtide","APA Costa das Algas"
"153",123,9,0.102621670491452,0.104682983226142,0.100890640411459,"samples",47.275308638285,2.409,"lowtide","APA Costa das Algas"
"154",124,10,0.0973922120704614,0.0991117755693737,0.0957929245701822,"samples",44.8662242832997,2.087,"lowtide","APA Costa das Algas"
"155",125,11,0.0928624218969056,0.0945722117659596,0.0913172424993855,"samples",42.7794600794432,1.786,"lowtide","APA Costa das Algas"
"156",126,12,0.0889864132720973,0.0905543844987643,0.0875058790105038,"samples",40.9938771402361,1.643,"lowtide","APA Costa das Algas"
"157",127,13,0.0854208699924789,0.0869280128739337,0.0839991917856564,"samples",39.3513180374668,1.391,"lowtide","APA Costa das Algas"
"158",128,14,0.0824004380945203,0.0837978057043778,0.0809426667584217,"samples",37.959878495379,1.293,"lowtide","APA Costa das Algas"
"159",129,15,0.0795934548998602,0.0809893659881464,0.0782046311149736,"samples",36.6667695814963,1.166,"lowtide","APA Costa das Algas"
"160",130,16,0.0770627833248594,0.0784038249357598,0.0756221368265093,"samples",35.5009507130511,1.083,"lowtide","APA Costa das Algas"
"161",131,17,0.0747117716475868,0.0759091060702348,0.0735603185004601,"samples",34.4178967915645,0.945,"lowtide","APA Costa das Algas"
"162",132,18,0.0726614015231432,0.074132606188483,0.0714064248732755,"samples",33.4733411242129,0.912,"lowtide","APA Costa das Algas"
"163",133,19,0.0706824468638962,0.071956651984487,0.0693778269825076,"samples",32.5616848254113,0.812,"lowtide","APA Costa das Algas"
"164",134,20,0.0689201688709845,0.0702626629112627,0.0675514000200168,"samples",31.749846198907,0.767,"lowtide","APA Costa das Algas"
"165",135,21,0.0672555406468054,0.0685967276133319,0.0660723069287563,"samples",30.9829924467784,0.722,"lowtide","APA Costa das Algas"
"166",136,22,0.0656872986519042,0.0668168794389417,0.0644196527837134,"samples",30.2605414871183,0.65,"lowtide","APA Costa das Algas"
"167",137,23,0.0642760975402808,0.0654773873356658,0.0631203753966584,"samples",29.6104354443772,0.641,"lowtide","APA Costa das Algas"
"168",138,24,0.0628843023480331,0.064088068385093,0.0617846841024458,"samples",28.969269236892,0.572,"lowtide","APA Costa das Algas"
"169",139,25,0.0616416082773177,0.0627681084789478,0.0604229063380078,"samples",28.3967902911227,0.563,"lowtide","APA Costa das Algas"
"170",140,26,0.0604192914157481,0.0615802334476755,0.0593943707790228,"samples",27.8336986301923,0.525,"lowtide","APA Costa das Algas"
"171",141,27,0.0592793826387657,0.0603224826050491,0.0582146606742541,"samples",27.3085703703105,0.491,"lowtide","APA Costa das Algas"
"172",142,28,0.0582145960836185,0.0593652851576113,0.0570784459472813,"samples",26.8180490916429,0.458,"lowtide","APA Costa das Algas"
"173",143,29,0.0572199952006486,0.0583235459693055,0.0562000076829855,"samples",26.3598606457802,0.459,"lowtide","APA Costa das Algas"
"174",144,30,0.0562228657711821,0.0572693729104296,0.0552482332762153,"samples",25.900507360021,NA,"lowtide","APA Costa das Algas"
"175",20,2,0.230639799413472,0.240866766495444,0.223255293285129,"samples",100,17.727,"hightide","Arraial do Cabo"
"176",21,3,0.189753662698975,0.196092321629119,0.184194920331207,"samples",82.272731411286,10.87,"hightide","Arraial do Cabo"
"177",22,4,0.16468303343165,0.171675530808626,0.159602474989803,"samples",71.4026953936168,7.518,"hightide","Arraial do Cabo"
"178",23,5,0.147343196053661,0.15198417278488,0.142630675178203,"samples",63.8845491664326,5.452,"hightide","Arraial do Cabo"
"179",24,6,0.13476965301896,0.138859736058614,0.131290054715174,"samples",58.4329562207762,4.374,"hightide","Arraial do Cabo"
"180",25,7,0.124682527524639,0.128715451708183,0.121303961038025,"samples",54.0594155222614,3.373,"hightide","Arraial do Cabo"
"181",26,8,0.116903992004344,0.120933043242639,0.113555335028584,"samples",50.6868252147446,2.966,"hightide","Arraial do Cabo"
"182",27,9,0.11006220296252,0.113813312489536,0.106906650657215,"samples",47.720386178974,2.446,"hightide","Arraial do Cabo"
"183",28,10,0.104421316514722,0.107983155920146,0.101163861341258,"samples",45.2746303024326,2.14,"hightide","Arraial do Cabo"
"184",29,11,0.0994850667258588,0.102847687558075,0.0968265682781745,"samples",43.1343883314389,1.779,"hightide","Arraial do Cabo"
"185",30,12,0.0953823448806975,0.0990207679852014,0.0928975742871264,"samples",41.3555444998042,1.64,"hightide","Arraial do Cabo"
"186",31,13,0.0915999414018211,0.0945065466106935,0.0889413530222628,"samples",39.7155831884888,1.448,"hightide","Arraial do Cabo"
"187",32,14,0.088259132787864,0.0914464666197568,0.0858740779034088,"samples",38.2670870388854,1.323,"hightide","Arraial do Cabo"
"188",33,15,0.0852084588307928,0.08827213308524,0.0826763577077976,"samples",36.9443864621292,1.182,"hightide","Arraial do Cabo"
"189",34,16,0.0824821651498954,0.0854050361806074,0.0802660012038979,"samples",35.7623295544184,1.047,"hightide","Arraial do Cabo"
"190",35,17,0.0800678547537108,0.0828261751308696,0.0777972135680191,"samples",34.7155412714228,0.971,"hightide","Arraial do Cabo"
"191",36,18,0.0778273209750165,0.0806652221993436,0.075641708913379,"samples",33.7440984482882,0.9,"hightide","Arraial do Cabo"
"192",37,19,0.0757519160326955,0.0784045069118242,0.0736891439689042,"samples",32.8442516102321,0.808,"hightide","Arraial do Cabo"
"193",38,20,0.0738892506501002,0.0762924090011476,0.0718891566760498,"samples",32.0366436486695,0.777,"hightide","Arraial do Cabo"
"194",39,21,0.0720961334344596,0.0748830317169299,0.0699240000753958,"samples",31.259190138824,0.707,"hightide","Arraial do Cabo"
"195",40,22,0.070464766711899,0.0728677327304884,0.0684115508226596,"samples",30.5518678437521,0.695,"hightide","Arraial do Cabo"
"196",41,23,0.0688608867332069,0.0712509099374571,0.0670799297245731,"samples",29.8564631552418,0.603,"hightide","Arraial do Cabo"
"197",42,24,0.0674709267142338,0.0697415296039782,0.0656791789017152,"samples",29.253809136938,0.61,"hightide","Arraial do Cabo"
"198",43,25,0.066064122580927,0.0681895078960216,0.0641462572495343,"samples",28.643851906276,0.575,"hightide","Arraial do Cabo"
"199",44,26,0.064738785083969,0.0670825178600903,0.0628567317935282,"samples",28.0692166957319,0.476,"hightide","Arraial do Cabo"
"200",45,27,0.0636415265693242,0.0657337188997737,0.0618619393881809,"samples",27.593471175039,0.54,"hightide","Arraial do Cabo"
"201",46,28,0.062395842948095,0.0645339595101505,0.0604438747642928,"samples",27.0533720141843,0.436,"hightide","Arraial do Cabo"
"202",47,29,0.0613906860280021,0.0636087028349418,0.0597270146671764,"samples",26.6175595817034,0.466,"hightide","Arraial do Cabo"
"203",48,30,0.0603155102868571,0.0622404480328095,0.058778075018637,"samples",26.1513886329429,NA,"hightide","Arraial do Cabo"
"204",68,2,0.192258163477682,0.195704777639936,0.187561946078876,"samples",100,18.182,"midtide","Arraial do Cabo"
"205",69,3,0.157300831567179,0.160559629874446,0.153487214407233,"samples",81.8175045063502,10.604,"midtide","Arraial do Cabo"
"206",70,4,0.1369133174443,0.139259289500594,0.134837225939261,"samples",71.2132660417269,7.574,"midtide","Arraial do Cabo"
"207",71,5,0.122352279307766,0.124516012963167,0.120055919621761,"samples",63.6395756073938,5.527,"midtide","Arraial do Cabo"
"208",72,6,0.111725785021723,0.113586569556757,0.109392544528812,"samples",58.1123750486112,4.282,"midtide","Arraial do Cabo"
"209",73,7,0.103493007722463,0.105688518438571,0.101232236972859,"samples",53.8302279863798,3.523,"midtide","Arraial do Cabo"
"210",74,8,0.0967199149231154,0.0985950715250483,0.0946596048414862,"samples",50.3073124041066,2.911,"midtide","Arraial do Cabo"
"211",75,9,0.0911241065059348,0.092718290624394,0.0892427405308774,"samples",47.3967424101151,2.339,"midtide","Arraial do Cabo"
"212",76,10,0.0866262473672072,0.0881162339918855,0.0849738318790512,"samples",45.0572531227071,2.12,"midtide","Arraial do Cabo"
"213",77,11,0.0825509540463061,0.0840327542233847,0.0810862867166891,"samples",42.9375546676794,1.809,"midtide","Arraial do Cabo"
"214",78,12,0.0790732204220393,0.0805687019328348,0.077686581816299,"samples",41.1286673042721,1.661,"midtide","Arraial do Cabo"
"215",79,13,0.0758795843025704,0.0771986715234064,0.0742110289756217,"samples",39.4675487011914,1.338,"midtide","Arraial do Cabo"
"216",80,14,0.0733068852346364,0.0745107862188181,0.0717274555429928,"samples",38.1294005459207,1.353,"midtide","Arraial do Cabo"
"217",81,15,0.0707047904470516,0.0722743426811717,0.0691494847927144,"samples",36.7759626785675,1.183,"midtide","Arraial do Cabo"
"218",82,16,0.0684303570705226,0.0696427335659281,0.067047095448821,"samples",35.5929526386359,1.05,"midtide","Arraial do Cabo"
"219",83,17,0.066410956838266,0.0676082322575618,0.0650002832373921,"samples",34.5425939980828,0.983,"midtide","Arraial do Cabo"
"220",84,18,0.0645212432254564,0.0658997932516108,0.0631472868650452,"samples",33.5596897725211,0.892,"midtide","Arraial do Cabo"
"221",85,19,0.0628064846511352,0.0640251024646495,0.061627310931422,"samples",32.6677856040303,0.806,"midtide","Arraial do Cabo"
